hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
DT0801187,7,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0401199,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100106,1,1,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102023,0,,,2,2,2,2,1,weaving,1,2,1,2,1,2,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,2,,1,WEAVINGE,2,,1,2,2,2,2,2,,2,,,2,
DT0600581,5,1,2,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0300036,4,4,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,2,2,
DT1101334,5,5,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,1,DAILY  WORKER,2,,2,2,2,2,2,2,,1,24,0,2,
DT0101940,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0300007,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0900511,0,,,2,2,2,2,1,from familly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,2,2,2,2,,1,beteseb bemesetet,2,,1,2,2,2,2,2,,2,,,2,
DT0700270,3,3,1,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT1200512,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,10,0,2,
DT0600571,8,5,2,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT0800885,4,4,1,1,2,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201320,4,3,1,1,2,2,2,2,,1,2,1,1,2,,2,,1,2,1,1,2,,2,,2,,2,,2,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT0901022,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,1,2,2,2,2,2,,2,,,2,
DT1000393,3,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1200256,3,,1,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0600564,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT1000935,5,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0300761,6,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,50,0,2,
dt1100671,1,1,1,1,1,2,2,2,,1,3,1,3,1,1,1,1,2,,2,,1,2,1,2,1,1,,1,,,,,1,tete mefetele,2,,2,2,2,2,2,2,,2,,,2,
DT0400047,0.3,0.3,1,2,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0600845,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0700514,3,2,1,2,1,2,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1201453,2,1,1,2,2,2,2,2,,1,2,1,1,1,2,2,,1,3,1,3,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,1,2,2,2,,2,,,1,2
DT0600555,4,4,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0400786,1,1,1,1,1,2,2,2,,1,3,1,3,1,1,1,3,1,3,1,3,2,,2,,2,,2,2,2,2,1,1,2,,1,2,2,2,2,2,2,2,,1,30,0,2,
DT1100231,0,,,2,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,4,2,2,2,2,2,2,,2,,,2,
DT0600550,3,3,1,1,1,2,2,2,,1,2,1,3,1,3,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201522,3,3,1,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0301121,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,1,90,2,2,
DT0300681,2,2,2,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,,1,,,,,,,2,,1,2,2,2,2,2,,1,120,2,2,
DT0101836,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600543,4.5,2.5,2,1,1,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,40,0,2,
DT0600542,4,4,1,1,1,2,2,2,,1,3,1,3,1,3,2,,1,2,1,2,1,1,2,,2,,2,1,2,2,2,,1,DAYE TO DAYE WORK,2,,1,2,2,2,2,2,,1,15,0,2,
DT0200296,0,,,2,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0200273,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600535,5,5,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0800606,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101345,2,2,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0100779,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0700680,4,2,1,1,2,2,2,2,,1,3,1,1,1,2,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,1,2,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT0101126,0,,,2,1,2,2,2,,1,2,1,2,1,3,2,,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0600522,2,2,2,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0700593,7,7,1,1,1,2,2,2,,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1300468,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200339,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201172,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300727,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0100289,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200870,5,5,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,1,2,2,2,,1,60,2,1,2
DT0200440,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,2,0,2,
DT0101816,0,,,2,1,2,2,2,,2,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,2,2,1,1,2,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT1001193,4,2,1,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600502,1,1,1,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,1,2,,2,,2,,1,2,1,2,2,2,,2,,,1,2
DT1201227,0,,,2,2,2,2,1,from familly,1,2,1,2,1,3,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600691,7,2,1,1,1,2,1,2,,2,,1,1,1,2,2,,1,1,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0800137,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,3,0,2,
dt0400465,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,30,0,1,2
DT0801561,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100451,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300034,5,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0900107,2,2,1,2,1,2,2,2,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,1,work,2,,1,2,2,2,2,2,,1,6,0,2,
DT0600490,4,3,1,1,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,6,0,2,
DT0401172,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201233,1,1,1,1,2,2,1,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300058,3,3,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT1301230,2,2,2,2,2,2,2,2,,1,3,1,2,1,2,1,1,1,2,1,2,2,,1,1,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1000621,3,3,2,1,2,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,24,0,2,
DT0100253,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800426,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT1200317,1,1,1,1,2,2,2,2,,1,1,2,,1,2,1,2,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,1,2,2,2,,1,45,2,2,
DT0400114,4,2,2,1,1,2,2,2,,1,2,1,2,1,2,1,1,1,2,1,1,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT0600476,5,3,2,1,2,2,1,2,,1,1,1,1,1,1,2,,1,2,2,,1,1,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0102344,0,,,2,2,2,2,1,from familly,1,3,2,,2,,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201324,4,3,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0600471,3,3,1,1,1,2,2,2,,1,1,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,70,0,2,
DT0600470,3,3,1,1,1,2,2,2,,1,3,1,3,1,3,2,,1,2,1,2,1,1,1,1,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT0501023,2,2,1,1,1,2,2,2,,1,1,1,1,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,90,0,2,
DT0801270,5,3,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0900433,2,2,1,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0102045,0,,,2,2,2,2,1,from familly,1,1,1,2,1,3,2,,2,,2,,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700264,4,2,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1200873,6,3,1,1,2,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,2,2,2,1,2,2,2,,1,40,2,2,
DT0700081,7,4,1,1,2,2,1,2,,1,1,1,2,1,3,1,2,1,2,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,10,0,2,
DT0801472,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0101639,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200325,1,1,1,2,1,2,2,2,,1,2,1,3,1,1,1,2,1,1,1,2,2,,1,1,2,,2,2,2,2,1,1,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1300764,2,2,2,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,1,35,2,2,
DT0600452,6,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0100061,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600097,4,4,1,1,1,2,2,1,,1,3,1,3,1,3,2,,1,1,2,,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0500819,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,1,2
DT0200660,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,40,0,2,
DT0800315,7,7,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700429,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0200405,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500155,3,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,25,0,2,
DT0102034,0,,,2,2,2,2,1,from familly,1,2,1,2,1,2,1,1,1,2,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100070,3,3,2,2,1,2,2,2,,1,3,1,1,1,1,2,,1,2,1,1,2,,2,,2,,2,1,1,2,2,,1,BELEGA DERESO,2,,1,2,2,2,2,2,,1,6,0,2,
DT1200084,3,3,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,4,2,2,
DT0800365,5,5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800913,4,4,1,1,2,2,2,2,,1,2,1,2,1,3,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201127,2,2,1,1,2,2,2,2,,1,3,1,2,1,3,1,2,1,3,1,3,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,120,2,2,
dt1100737,1,1,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0301147,4,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0600432,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,23,0,2,
DT0601321,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT1300415,2,2,1,1,1,2,2,2,,1,1,1,1,1,1,2,,1,1,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700903,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,1,3,2,2,2,2,2,2,,2,,,2,
DT0801182,5,4,1,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,4,0,2,
DT1201063,1,1,1,1,1,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,15,0,2,
DT0200712,0,,,2,1,2,2,2,,1,3,1,3,1,3,2,,1,1,1,1,2,,2,,2,,2,2,2,2,2,,1,yeken sera bemeserat,2,,1,2,2,2,2,2,,2,,,2,
DT0600420,3,3,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,60,2,2,
DT0300959,4,4,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,20,0,2,
DT0800149,4,4,1,1,1,2,2,2,,1,3,1,3,2,,1,3,1,2,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201126,2,2,1,1,1,2,2,2,,2,,1,1,1,2,1,2,1,3,1,3,1,3,1,1,1,1,2,1,1,2,2,,2,,2,,2,2,1,2,2,2,,1,120,2,2,
DT0200444,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000419,7,7,2,1,2,2,2,2,,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0500391,4,4,1,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201636,5,5,1,1,2,2,2,2,,1,1,1,2,1,3,1,1,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102247,0,,,2,1,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201950,0.25,0.25,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT1000758,12,6,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,45,0,2,
DT0200249,0,,,2,1,2,2,2,,1,3,1,2,1,1,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0701139,4,2,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0301034,5,,1,2,2,2,1,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,1,2,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0600398,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0600397,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100816,2,2,1,1,1,2,2,1,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,24,0,2,
DT0900431,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0401111,1,1,2,2,1,2,2,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0300920,3,2,1,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT1301092,2.3,1.3,1,1,2,2,1,2,,1,2,1,1,1,1,2,,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,1,2,2,2,,1,45,2,1,2
DT1000904,5,5,2,1,2,2,2,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0200039,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,4,1,2,2,2,2,2,,1,10,0,2,
DT1202067,1,1,1,1,1,2,2,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0101859,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0801812,4,4,1,1,2,2,2,2,,1,3,1,3,1,2,2,,1,3,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300584,0.3,0.3,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0600377,3,3,1,1,1,2,2,1,selling wood,1,2,1,2,1,2,2,,2,,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT1201975,3,1,1,2,1,2,2,2,,1,2,1,2,1,3,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,1,tela bemeshete,2,,2,2,2,2,2,2,,2,,,2,
DT0300840,2,2,1,1,2,2,2,2,,1,3,1,1,1,1,2,,1,1,1,1,2,,2,,2,,2,1,1,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0200911,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1101299,2,2,1,1,2,2,2,2,,1,3,1,3,1,3,1,3,1,2,1,1,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,1,2,2,,2,,,1,2
DT0100372,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300592,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0101250,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201494,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600361,3,2,2,1,1,2,2,2,,2,,2,,1,3,2,,1,1,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,32,0,2,
