hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
DT0800399,5,,1,2,2,2,1,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0601206,8,2,1,1,1,2,1,2,,1,3,1,3,1,3,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,90,0,2,
DT0500019,3.3,3,1,1,1,2,2,2,,1,1,1,2,1,1,2,,1,1,2,,1,2,1,1,1,1,2,1,2,2,2,,1,yetezrawe ehle derso,1,4,1,2,2,2,2,2,,1,65,2,2,
DT0600812,4,4,1,1,1,2,2,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,1,bemeweyayet meredadat,1,3,2,2,1,2,2,2,,1,80,2,2,
DT0200927,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0801970,3,3,1,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0201455,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600807,4,4,2,1,1,2,2,1,from bother,2,,2,,1,2,1,2,2,,2,,2,,2,,2,,2,2,2,2,2,,1,FAMILY GIFATE,1,3,2,2,1,2,2,2,,1,10,2,1,2
DT0600805,9,7,2,1,2,2,2,2,,1,1,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,2,2,2,2,,1,YEWALIKA   EHILI SHATANE,1,3,1,2,2,2,2,2,,2,,,2,
DT0201532,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200539,2,2,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200370,2.5,2.5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
dt0900998,0,,,2,1,2,2,2,,1,3,2,,1,2,1,2,2,,2,,2,,2,,2,,,,,,,,,,2,,1,2,2,2,2,2,,1,8,0,2,
DT1000361,4,4,2,2,1,2,2,2,,1,2,1,2,1,3,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0600798,1,1,1,1,1,2,2,2,,1,3,1,3,1,3,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,30,2,2,
DT0801452,1,1,1,1,1,2,2,1,farming,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,1,2,2,,1,3,1,2,2,2,2,2,,1,60,2,2,
DT0900320,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0600795,4,4,2,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT0600794,5,5,2,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,2,0,2,
DT1300922,2,2,1,1,1,2,2,2,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,2,2,2,
DT0300304,3,3,2,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0600791,2.5,2.5,2,1,1,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT1300068,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0400225,3,3,2,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,90,2,2,
DT0801003,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT0600786,4,4,1,1,1,2,2,2,,1,1,1,2,1,2,1,3,1,3,1,3,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT1100954,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0800897,5,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0600782,2,2,2,1,1,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0400813,2,1,2,1,1,2,2,2,,1,3,1,2,2,,2,,1,3,1,2,2,,2,,2,,2,1,2,2,2,,1,Daily Labor,1,3,1,2,2,2,2,2,,1,45,0,2,
DT0500521,5,3,2,1,1,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,90,2,2,
DT1300175,2,2,1,1,2,2,2,2,,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,2,2,2,1,2,,2,,1,3,1,2,2,2,2,2,,1,90,2,2,
DT1301224,6,4,2,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,20,0,2,
DT1301119,2,2,1,1,2,2,2,2,,1,3,1,3,1,2,2,,2,,1,1,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,1,2,2,2,,1,15,2,2,
DT0800030,2,0.5,1,1,2,2,2,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,5,0,2,
DT0100856,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201393,1.5,0.5,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,2,0,2,
dt0400409,2,2,2,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600761,6,6,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0801870,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,2,,,2,
DT0200649,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201439,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102538,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800230,7,4,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0701099,3,,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,10,0,2,
DT0200338,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0900013,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300174,0,,,2,2,2,1,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,2,,,2,
DT0900287,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0601370,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600743,4,4,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT1200845,2,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,60,0,2,
DT1201447,2,2,2,1,2,2,2,2,,1,3,1,2,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,1,2
DT0601088,2,,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,9,,,2,
DT0701024,3,2,1,1,2,2,1,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0700245,12,12,1,1,2,2,2,2,,2,,1,2,1,3,1,1,1,1,1,1,1,1,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,1,7,0,2,
DT0500681,5,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,30,0,2,
DT0102166,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1101184,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1300190,2,2,1,1,1,2,2,2,,1,3,1,2,1,2,1,1,1,2,1,3,1,3,1,1,1,1,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0600723,5,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT1200942,1,1,1,2,1,2,2,2,,1,2,1,1,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,1,2,,2,,2,,2,2,1,2,2,2,,1,115,2,2,
DT1100329,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0801899,8,8,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0600025,6,4,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,1,25,0,2,
DT0400933,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000670,3,3,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
dt1100913,1,1,1,1,1,2,2,2,,1,1,1,3,1,3,1,3,1,3,2,,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800959,2,2,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,,2,2,2,2,2,,2,,1,2,2,2,2,1,2,2,,1,60,0,2,
DT1300364,2,2,1,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100374,1,1,1,1,1,2,2,2,,1,3,1,2,1,3,2,,1,3,2,,2,,2,,2,,2,1,1,2,2,,1,DAY WOREKER,2,,1,2,2,2,2,2,,2,,,2,
DT0300779,4,2,2,2,1,2,2,2,,1,1,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,1,2,2,2,,1,20,0,2,
DT0200947,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500575,1,1,2,1,1,2,2,2,,1,3,1,2,1,1,2,,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT1100298,4,4,1,1,2,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1,2,2,2,2,2,1,2,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0200098,2,2,1,1,2,2,2,2,,1,1,1,2,1,2,2,,2,,2,,2,,2,,2,,2,2,1,2,1,2,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0500061,1,1,2,1,1,2,2,2,,1,2,1,3,1,3,1,3,1,3,1,3,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,1,2,2,2,,2,,,2,
DT0100824,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,5,0,2,
DT1201803,1,1,2,1,1,2,2,2,,1,3,1,2,1,2,2,,1,3,1,1,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000399,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,8,0,2,
DT0700959,8,8,1,1,2,2,2,2,,1,3,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,20,0,2,
DT1202117,1,1,1,2,1,2,2,2,,1,3,1,1,1,3,1,2,1,3,1,3,1,1,1,1,1,1,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,3,0,2,
DT0400106,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1202190,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
dt1100892,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,2,2,2,2,2,,1,16,0,2,
DT0102120,0,,,2,2,2,2,1,from familly,1,2,1,1,1,2,1,1,1,3,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100604,2,2,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,2,0,2,
DT1200032,5,3,1,1,1,2,2,2,,1,2,1,2,1,3,1,2,1,1,2,,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0800923,5,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,1,1,2,2,2,2,2,,2,,,2,
DT0600679,8,8,2,1,2,2,2,2,,1,1,1,1,1,3,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,18,0,2,
DT1300822,3,3,1,1,2,2,1,2,,1,3,1,3,1,2,2,,1,3,1,3,1,2,1,2,1,2,2,2,1,2,2,,1,arata,2,,2,2,1,2,2,2,,1,90,2,2,
DT0201362,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200385,0.05,0.03,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1301095,0.25,0.25,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0501092,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0501147,3.3,3.3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,60,2,2,
DT1200280,3,3,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,1,2,2,2,,1,120,2,2,
DT0400387,3,3,1,1,2,2,2,2,,1,1,1,1,1,2,2,,1,2,1,1,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
dt0400527,3,3,2,1,2,2,2,2,,1,2,1,1,2,,2,,1,3,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,45,2,2,
DT1000114,0.4,0.4,2,1,2,2,2,2,,1,2,1,2,2,,1,2,2,,1,2,2,,2,,2,,,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1000494,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1301254,1,1,1,1,1,2,2,2,,1,2,1,2,1,2,1,1,1,1,1,1,2,,2,,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101594,4,1,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0600662,7,4,2,1,1,2,1,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,1,2,2,2,,1,20,2,2,
DT1200831,1,1,1,1,2,2,2,2,,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,,2,,2,2,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201709,1,1,1,1,1,2,2,2,,1,3,1,3,2,,2,,1,1,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600303,12,12,1,1,2,2,2,2,,2,,1,3,1,1,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1000368,7,7,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,2,,1,2
DT0100609,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101751,2,1,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,7,0,2,
DT0600652,5,3,2,1,1,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,25,0,2,
DT8000148,8,,1,2,2,2,1,2,,1,2,2,,2,,1,1,1,2,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,20,0,2,
DT0600485,4,4,1,1,1,1,2,2,,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,2,2,1,2,,1,,1,2,2,2,1,2,2,2,,1,60,2,2,
DT1300009,3,2,1,1,2,2,2,2,,1,2,1,1,1,1,2,,2,,2,,2,,2,,2,,2,2,2,1,2,,2,,1,3,2,2,1,2,2,2,,1,90,2,2,
DT0800048,5,2,1,1,2,2,2,2,,1,3,1,3,1,2,1,3,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
dt0400432,3,3,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200418,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0102456,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600640,3,3,1,1,1,2,2,2,,1,2,1,3,1,3,1,3,1,1,1,1,1,1,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT1301220,2,2,1,1,2,2,2,2,,1,2,1,1,2,,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,1,YETEZERAWU EHELE DERSOLENE,1,3,2,2,1,2,2,2,,1,150,2,2,
DT0300800,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1101232,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,80,2,2,
DT0600648,6,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0102690,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000027,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,1,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0101097,2,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300770,4,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600624,5,0,2,1,2,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0201140,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100783,0,,,2,1,2,2,2,,1,1,1,1,1,2,1,1,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0100218,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200202,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600614,8,1,1,1,2,2,2,2,,1,2,1,1,1,2,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0600033,2,2,1,1,2,2,2,2,,1,2,1,1,1,1,1,2,1,2,1,2,2,,2,,2,,2,1,1,1,2,,2,,1,3,2,2,1,2,2,2,,2,,,1,2
DT1200356,6,5,1,1,1,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1000240,8,2,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,8,0,2,
DT0101447,5,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500612,6,6,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,1,45,0,2,
DT0801427,3,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,24,0,2,
DT0500951,0.25,0.25,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,20,0,2,
DT1200347,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201302,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
dt1100577,1,1,1,1,1,2,2,2,,1,3,1,3,2,,2,,1,3,1,3,1,3,1,3,1,1,,1,,,,,1,magedo lekemo meshet,2,,2,2,2,2,2,2,,2,,,2,
DT0101456,4,1,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0700713,3,3,1,2,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,2,2,2,2,2,2,,2,,,1,2
DT0800026,8,2,1,1,2,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0100328,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,2,0,2,
DT1000170,0.2,0.2,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,1,2,2,2,,1,90,2,2,
DT1300695,2,2,1,1,2,2,2,2,,1,3,1,1,1,2,1,1,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,1,25,1,2,
DT0100321,0,,,2,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101338,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
