hhid,hh_members,sex,relation,hh_education,main_occupation,marital_status,residence,age,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n,Q501,Q503,Q504,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q524,Q525,Q5261,Q5262,Q5263,Q5264
DT0600190,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,37.81779,13.01004,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600192,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,37.81737,13.0096,2.0,DT06,2.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,1,3.0,1,3.0,1,3.0,2,0.0,1,3.0,1,2.0,1,3.0,1,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0600193,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,37.81745,13.00968,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2.0,1,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1,2,2,2
DT0600194,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,37.8179,13.00994,2.0,DT06,1.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600197,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,37.81798,13.00938,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600198,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,37.81813,13.00944,2.0,DT06,1.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2,2,1,2
DT0600200,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81883,13.00924,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2,2,1,2
DT0600203,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.82046,13.00939,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0600204,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,37.82033,13.00926,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,4,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0600206,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81201,13.0088,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2.0,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600208,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,37.82042,13.0086,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,1,3.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0600210,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,37.82028,13.00824,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,1,1,2.0,1,1.0,1,2.0,2,0.0,1,2.0,1,1.0,1,1.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0600212,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,37.81985,13.00862,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0,1,2,0.0,2,0.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0600213,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81961,13.00801,2.0,DT06,2.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3,2.0,1,1,3.0,1,2.0,2,0.0,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0600215,1.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,37.81896,13.00803,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0600217,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81865,13.0081,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1.0,3,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600220,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,37.8185,13.0082,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600221,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,37.81812,13.00852,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600224,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81894000000001,13.00865,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0600227,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81879,13.00886,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.0,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600229,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81854000000001,13.00743,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,1.0,4,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1,2,2,2
DT0600232,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,37.81813,13.00788,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600233,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81827,13.00787,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,2,1,2.0,1,2.0,1,2.0,2,0.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0600235,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81744000000001,13.00601,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1.0,5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600236,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,37.81666,13.00632,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600238,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81678,13.00704,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600240,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81688,13.00842,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600241,1.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,37.81675,13.00928,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600243,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81649,13.00919,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600244,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,37.81661,13.00956,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2.0,2,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,1.0,1,2.0,2,0.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1,2,2,2
DT0600245,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81421,13.01977,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600247,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,37.81383,13.02004,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,2,0.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600248,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81372,13.0202,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600251,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.8134,13.02017,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,1,2.0,1,3.0,1,3.0,2,0.0,1,3.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1,2,2,2
DT0600252,1.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,37.81342,13.0201,2.0,DT06,1.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0,1,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600253,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,37.81307,13.02013,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600254,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,37.81292,13.01961,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600255,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,37.81295,13.01988,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600258,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,37.81378,13.01818,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600260,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,37.81389,13.01793,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,2,1,3.0,1,3.0,1,3.0,2,0.0,1,3.0,1,3.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1,2,2,2
DT0600261,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81425,13.01808,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600262,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,37.81323,13.0203,2.0,DT06,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2,2,1,2
DT0600264,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81167,13.01904,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1.0,1,1,1.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0600265,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81184,13.00962,2.0,DT06,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.0,2,1,3.0,1,3.0,1,3.0,2,0.0,1,3.0,1,3.0,1,1.0,1,1.0,2,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600267,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,37.81272,13.02248,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600268,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81264,13.01999,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,2,1,3.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600269,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.8133,13.02317,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,2,1,2.0,1,2.0,1,1.0,1,2.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600271,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,37.81074,13.02048,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,1,3.0,1,3.0,1,3.0,1,2.0,1,2.0,1,2.0,1,2.0,1,1.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600272,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,37.81086,13.01996,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600273,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,37.81063,13.01987,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,2.0,1,1,2.0,1,1.0,1,1.0,2,0.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600274,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.80881,13.01537,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,1,1.0,1,1.0,1,1.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600275,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.81012,13.01969,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.0,4,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600276,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.81054,13.01897,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.0,2,1,1.0,1,1.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600277,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,37.8111,13.01846,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2.0,2,1,1.0,1,2.0,1,2.0,1,2.0,1,2.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0600278,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,37.81111,13.01848,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0,1,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1,2,2,2
DT0600279,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,37.81108,13.01824,2.0,DT06,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,2
DT0600281,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,37.80813,13.02143,2.0,DT06,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.0,1,1,1.0,1,2.0,1,2.0,2,0.0,1,1.0,1,2.0,1,1.0,1,1.0,2,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1,2,2,2
