hhid,hh_members,relation,gender,dob_gc,hh_education,marital_status,no_of_marriage,main_occupation,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Qtransport,house_equipment,Qanimal,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0300654,8.0,1.0,1.0,1/24/1974,1.0,1.0,1.0,2.0,37.72332,12.93367,2702.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0300655,3.0,1.0,1.0,6/14/2027,1.0,1.0,1.0,0.0,37.72295,12.93382,2676.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0300657,2.0,1.0,0.0,2/23/1944,1.0,4.0,1.0,0.0,37.72238,12.93339,2694.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300658,6.0,1.0,1.0,7/22/1974,2.0,1.0,2.0,2.0,37.72295,12.93253,2718.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,0.0
DT0300659,2.0,1.0,1.0,1/23/1934,1.0,1.0,1.0,2.0,37.72292,12.93225,2696.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300660,4.0,1.0,1.0,2/22/1977,1.0,1.0,2.0,2.0,37.72288,12.93242,2705.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,1,2,0,1,0,0,0.0,0.0
DT0300663,8.0,1.0,1.0,1/23/1979,3.0,1.0,2.0,2.0,37.72339,12.93215,2704.0,DT03,0.0,0.0,0,1,1,3,2,0,2,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0300665,7.0,1.0,1.0,1/23/1969,2.0,1.0,1.0,2.0,37.72354,12.93291,2688.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300666,7.0,1.0,1.0,2/22/1962,1.0,1.0,3.0,2.0,37.72326,12.93284,2679.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0300667,6.0,1.0,1.0,2/23/1964,2.0,1.0,1.0,2.0,37.7237,12.9326,2692.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,1,1,1,0,0.0,0.0
DT0300668,3.0,1.0,1.0,2/22/1954,1.0,1.0,1.0,2.0,37.72391,12.93204,2680.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,0,1,1,1,0,2,1,2,3,0,0.0,0.0
DT0300669,8.0,1.0,1.0,1/20/1958,5.0,1.0,7.0,2.0,37.72414000000001,12.93182,2683.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,2,2,1,0,0.0,0.0
DT0300670,4.0,1.0,1.0,10/20/1962,4.0,1.0,2.0,2.0,37.72718,12.92813,2674.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,0,1,1,1,0,2,1,2,1,0,0.0,0.0
DT0300671,7.0,1.0,1.0,2/23/1972,1.0,1.0,1.0,2.0,37.72419,12.93154,2662.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,1,1,1,1,0,0.0,0.0
DT0300673,7.0,1.0,1.0,1/23/1969,2.0,1.0,1.0,2.0,37.7239,12.93116,2693.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,0,3,1,1,0,1,2,1,0,1,0,0,0.0,0.0
DT0300674,4.0,1.0,1.0,1/23/1958,2.0,1.0,2.0,2.0,37.72406,12.93052,2682.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,3,0,0.0,0.0
DT0300676,6.0,1.0,1.0,2/22/1958,1.0,1.0,1.0,2.0,37.72359,12.9315,2684.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,2,2,2,2,0,0,0.0,0.0
DT0300677,4.0,1.0,1.0,10/25/1942,1.0,1.0,2.0,2.0,37.72428,12.9329,2676.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,1,2,0,0,0.0,0.0
DT0300679,7.0,1.0,1.0,2/22/1978,6.0,1.0,2.0,2.0,37.72303,12.93149,2696.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,2,0,2,1,0,0,0.0,0.0
DT0300681,2.0,1.0,0.0,2/23/1954,1.0,3.0,2.0,0.0,37.71258,12.9328,2686.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300683,5.0,1.0,0.0,1/24/1972,1.0,4.0,1.0,8.0,37.72298,12.93097,2687.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,1,1,0,0.0,0.0
DT0300684,7.0,1.0,1.0,8/25/1961,2.0,1.0,1.0,2.0,37.72268,12.93097,2698.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,0,3,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0300685,1.0,1.0,0.0,2/22/1939,1.0,4.0,2.0,0.0,37.7226,12.93106,2720.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300687,3.0,1.0,0.0,10/26/1960,1.0,4.0,1.0,0.0,37.72236,12.9308,2695.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300690,5.0,1.0,1.0,1/23/1958,2.0,1.0,1.0,2.0,37.72234,12.93069,2725.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0300692,4.0,1.0,0.0,2/23/1976,1.0,5.0,2.0,0.0,37.72271,12.93021,2715.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,0,0,1,1,0,0,1,2,1,0,0.0,0.0
DT0300694,4.0,1.0,0.0,4/9/1954,1.0,4.0,2.0,0.0,37.72239,12.92977,2727.0,DT03,0.0,0.0,0,1,1,4,2,0,0,1,0,3,1,1,0,1,1,1,0,2,0,0,0.0,0.0
DT0300695,6.0,1.0,1.0,2/23/1984,3.0,1.0,1.0,2.0,37.72283,12.92967,2657.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300696,4.0,1.0,1.0,2/23/1948,1.0,1.0,2.0,2.0,37.72303,12.92946,2725.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,1,1,1,0,0.0,0.0
DT0300699,5.0,1.0,1.0,2/23/1964,2.0,4.0,2.0,2.0,37.72398,12.92986,2668.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0300700,5.0,1.0,0.0,2/22/1977,2.0,5.0,1.0,2.0,37.70983,12.94467,2595.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,2,0,0.0,0.0
DT0300704,4.0,1.0,1.0,2/23/1984,1.0,1.0,2.0,2.0,37.72511,12.93061,2660.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0300705,6.0,1.0,1.0,1/23/1954,1.0,1.0,5.0,2.0,37.72501,12.93062,2670.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300706,4.0,1.0,1.0,2/22/1971,1.0,1.0,1.0,2.0,37.72423,12.92946,2647.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300707,7.0,1.0,1.0,1/23/1969,1.0,1.0,1.0,2.0,37.72448,12.92941,2639.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300709,5.0,1.0,1.0,2/14/1949,2.0,1.0,1.0,2.0,37.72435,12.92926,2696.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300710,5.0,1.0,0.0,1/23/1983,1.0,3.0,1.0,2.0,37.72528,12.92978,2668.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300711,7.0,1.0,1.0,1/23/1947,2.0,1.0,2.0,2.0,37.72555,12.92984,2673.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300712,7.0,1.0,1.0,7/12/1948,1.0,1.0,2.0,2.0,37.72581,12.92949,2625.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0300713,2.0,1.0,0.0,7/30/1954,1.0,4.0,2.0,2.0,37.72533,12.9286,2686.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300714,8.0,1.0,1.0,8/22/1969,3.0,1.0,1.0,2.0,37.72541,12.92854,2670.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,2,1,2,2,1,0,0.0,0.0
DT0300715,1.0,1.0,0.0,1/23/1937,1.0,4.0,1.0,0.0,37.72582,12.92847,2694.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300717,7.0,1.0,1.0,9/11/1969,2.0,1.0,2.0,2.0,37.72579,12.92852,2700.0,DT03,0.0,0.0,0,1,1,2,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0300718,2.0,1.0,0.0,7/27/1972,1.0,3.0,1.0,0.0,37.72657,12.92825,2652.0,DT03,0.0,0.0,1,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300719,6.0,1.0,1.0,1/2/1974,1.0,1.0,1.0,2.0,37.72676,12.92836,2673.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,3,2,2,1,0,0.0,0.0
DT0300720,4.0,1.0,1.0,9/1/1952,1.0,1.0,1.0,2.0,37.72633,12.92796,2676.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,2,3,0,0.0,0.0
DT0300721,6.0,1.0,1.0,12/24/1977,2.0,1.0,1.0,2.0,37.72614,12.92779,2686.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0300722,2.0,1.0,1.0,9/22/1958,1.0,1.0,1.0,2.0,37.72617,12.92751,2702.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,2,0,0.0,0.0
DT0300723,2.0,1.0,0.0,1/28/1952,1.0,3.0,1.0,2.0,37.72632,12.92749,2721.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,0.0,0.0
DT0300724,1.0,1.0,1.0,4/29/1989,2.0,3.0,1.0,7.0,37.72627,12.92746,2703.0,DT03,0.0,0.0,0,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300725,3.0,1.0,1.0,4/9/1935,1.0,1.0,2.0,2.0,37.72243,12.92772,2656.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,2,2,0,0.0,0.0
DT0300727,5.0,1.0,1.0,3/24/1958,5.0,1.0,1.0,2.0,37.72857,12.92252,2675.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,3,0,0,2,2,0,0.0,0.0
DT0300728,8.0,1.0,1.0,10/31/1970,2.0,1.0,2.0,2.0,37.72904000000001,12.92472,2657.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0300729,6.0,1.0,1.0,11/6/1948,1.0,1.0,1.0,2.0,37.72913,12.92277,2660.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,1,2,1,0,0.0,0.0
DT0300730,5.0,1.0,1.0,2/23/1948,2.0,1.0,1.0,2.0,37.7295,12.9228,2664.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300731,5.0,1.0,1.0,2/22/1958,1.0,3.0,2.0,2.0,37.72938,12.92273,2662.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT0300732,2.0,1.0,0.0,2/22/1949,1.0,4.0,1.0,0.0,37.73049,12.92201,2672.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,2,0,0,0.0,0.0
DT0300733,5.0,1.0,1.0,2/22/1971,2.0,1.0,1.0,2.0,37.73036,12.9219,2659.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,1,2,0,1,1,0,0,1,1,0,1,0,0.0,0.0
DT0300734,6.0,1.0,1.0,6/22/1958,1.0,1.0,4.0,2.0,37.73011,12.92131,2652.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT0300735,4.0,1.0,0.0,1/23/1950,1.0,4.0,1.0,0.0,37.73019,12.92183,2671.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,1,2,0,0.0,0.0
DT0300736,6.0,1.0,1.0,7/12/1966,2.0,1.0,2.0,2.0,37.72997,12.92198,2653.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300738,7.0,1.0,1.0,1/23/1977,1.0,1.0,3.0,2.0,37.72888,12.92205,2651.0,DT03,1.0,0.0,0,1,1,3,2,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0300739,1.0,1.0,0.0,1/24/1984,6.0,2.0,0.0,8.0,37.72917,12.92229,2663.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
DT0300740,4.0,1.0,1.0,1/24/1944,1.0,1.0,1.0,2.0,37.72885,12.92252,2655.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300742,7.0,1.0,1.0,2/22/1954,1.0,1.0,1.0,2.0,37.72797,12.92361,2666.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300746,5.0,1.0,0.0,1/30/1952,1.0,4.0,2.0,2.0,37.72658,12.92315,2677.0,DT03,1.0,0.0,0,1,1,3,2,0,2,0,1,3,1,0,1,1,4,0,3,3,1,0,0.0,0.0
DT0300747,5.0,1.0,1.0,11/14/1961,1.0,1.0,2.0,2.0,37.72624,12.92309,2690.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300749,6.0,1.0,1.0,2/23/1976,1.0,1.0,1.0,2.0,37.72608,12.92276,2675.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300750,2.0,1.0,1.0,11/14/1934,1.0,1.0,1.0,2.0,37.72583,12.92272,2698.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300752,1.0,1.0,0.0,2/22/1957,1.0,4.0,1.0,2.0,37.72476,12.92227,2640.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300753,7.0,1.0,1.0,2/22/1974,1.0,1.0,2.0,2.0,37.72793,12.92218,2668.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0
DT0300754,7.0,1.0,1.0,10/14/1963,2.0,1.0,1.0,2.0,37.72468,12.92211,2656.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,2,1,0,1,1,0,0.0,0.0
DT0300758,7.0,1.0,1.0,2/22/1969,1.0,1.0,2.0,2.0,37.72421,12.92116,2623.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0300760,4.0,1.0,0.0,1/23/1954,1.0,4.0,2.0,0.0,37.72422,12.92175,2674.0,DT03,0.0,0.0,0,1,1,3,2,0,2,0,1,3,1,0,1,1,2,0,1,2,2,0,0.0,0.0
DT0300761,6.0,1.0,1.0,3/30/1968,2.0,1.0,1.0,2.0,37.72425,12.92165,2678.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300762,3.0,1.0,1.0,2/22/1930,2.0,1.0,1.0,2.0,37.72392,12.92163,2675.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300763,7.0,1.0,1.0,1/31/1967,2.0,1.0,1.0,2.0,37.7241,12.92213,2677.0,DT03,0.0,0.0,0,1,1,3,2,0,1,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300764,7.0,1.0,1.0,2/22/1951,1.0,1.0,1.0,2.0,37.72386,12.92226,2678.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,2,0,1,0,1,0,2,0,1,1,0,0.0,0.0
DT0300765,7.0,1.0,1.0,2/23/1968,3.0,1.0,1.0,2.0,37.72352,12.92208,2690.0,DT03,0.0,0.0,0,1,1,4,2,0,0,1,1,3,1,1,0,1,2,2,0,1,1,0,0.0,0.0
DT0300767,6.0,1.0,1.0,1/24/1976,1.0,1.0,1.0,2.0,37.72351,12.92255,2676.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300768,6.0,1.0,1.0,9/12/1947,1.0,4.0,1.0,2.0,37.72388,12.92263,2717.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0300769,2.0,1.0,0.0,1/23/1954,1.0,4.0,1.0,0.0,37.72344,12.92254,2689.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0300771,6.0,1.0,1.0,2/22/1969,2.0,1.0,1.0,2.0,37.72328,12.92228,2691.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,1,1,2,0,0.0,0.0
DT0300772,8.0,1.0,1.0,2/22/1958,2.0,1.0,1.0,2.0,37.72324,12.92207,2706.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,1,0,2,1,1,0,0,0,0.0,0.0
DT0300773,8.0,1.0,1.0,3/24/1972,2.0,1.0,1.0,2.0,37.72292,12.92192,2698.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300774,2.0,1.0,1.0,1/24/1948,1.0,1.0,1.0,2.0,37.72287,12.92209,2695.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,0,1,1,1,0,3,2,3,1,0,0.0,0.0
DT0300775,2.0,1.0,1.0,1/23/1974,1.0,1.0,1.0,2.0,37.72301,12.92197,2691.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0300776,6.0,1.0,1.0,2/22/1973,1.0,1.0,2.0,2.0,37.7225,12.9221,2690.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300777,2.0,1.0,0.0,2/22/1937,1.0,4.0,2.0,0.0,37.72241,12.92208,2708.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0300778,6.0,1.0,1.0,5/1/1968,2.0,1.0,2.0,2.0,37.72279,12.9219,2700.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,2,0,0,1,1,0,0,2,1,1,0,0.0,0.0
DT0300779,6.0,1.0,1.0,1/23/1974,2.0,1.0,1.0,2.0,37.72233,12.92178,2688.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300780,7.0,1.0,1.0,2/23/1964,1.0,1.0,1.0,2.0,37.72228,12.92161,2697.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0300781,6.0,1.0,1.0,2/22/1970,1.0,1.0,2.0,2.0,37.72204,12.92185,2701.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300786,7.0,1.0,1.0,10/30/1972,2.0,1.0,1.0,2.0,37.72145,12.92144,2708.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,2,1,1,0,0.0,0.0
DT0300790,4.0,1.0,1.0,2/23/1984,2.0,1.0,2.0,2.0,37.72156,12.92097,2692.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0300791,6.0,1.0,1.0,2/22/1969,1.0,1.0,1.0,2.0,37.72142,12.9209,2705.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,3,1,1,1,1,0,0.0,0.0
DT0300792,5.0,1.0,1.0,1/23/1954,2.0,1.0,1.0,2.0,37.72076,12.92013,2687.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,4,2,3,2,1,0,0.0,0.0
DT0300794,5.0,1.0,0.0,2/22/1974,2.0,4.0,2.0,0.0,37.72211,12.92136,2691.0,DT03,0.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300795,1.0,1.0,0.0,4/23/1944,1.0,4.0,2.0,1.0,37.72255,12.92149,2697.0,DT03,0.0,0.0,0,1,1,4,2,0,0,2,0,2,0,1,1,0,0,3,1,0,0,0,0.0,0.0
DT0300796,7.0,1.0,1.0,12/9/1967,1.0,1.0,0.0,2.0,37.72256,12.92151,2686.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,2,2,1,2,0,0.0,0.0
DT0300798,6.0,1.0,1.0,11/22/1964,3.0,1.0,2.0,2.0,37.72272,12.92163,2681.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,2,1,1,1,1,0,0.0,0.0
DT0300799,5.0,1.0,1.0,2/22/1982,2.0,1.0,2.0,2.0,37.7232,12.92161,2694.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0300800,3.0,1.0,1.0,2/22/1938,1.0,1.0,2.0,1.0,37.72326,12.92151,2676.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0300804,4.0,1.0,1.0,11/21/1960,1.0,1.0,2.0,2.0,37.73253,12.92815,2648.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,2,1,1,0,0,1,3,0,0,0,0,0.0,0.0
DT0300805,9.0,1.0,1.0,2/23/1968,1.0,1.0,1.0,2.0,37.73272,12.92869,2649.0,DT03,0.0,0.0,0,1,1,3,2,0,0,1,0,3,1,1,1,0,3,2,2,0,0,0,0.0,0.0
DT0300806,7.0,1.0,1.0,5/22/1961,2.0,1.0,2.0,2.0,37.73367,12.92853,2664.0,DT03,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,3,3,2,2,1,0,0.0,0.0
DT0300808,8.0,1.0,1.0,2/22/1971,3.0,1.0,1.0,2.0,37.73613,12.93747,2637.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300809,5.0,1.0,1.0,10/21/1963,3.0,1.0,4.0,2.0,37.73639,12.93819,2625.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0300810,2.0,1.0,0.0,1/23/1954,1.0,4.0,1.0,0.0,37.73723,12.93829,2632.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,2,0,1,0,1,0,2,0,1,1,0,0.0,0.0
DT0300811,5.0,1.0,1.0,10/26/1947,1.0,1.0,1.0,2.0,37.73803,12.93893,2622.0,DT03,1.0,0.0,0,1,1,3,2,0,1,1,2,4,1,1,1,1,2,2,1,1,1,1,0.0,0.0
DT0300813,6.0,1.0,1.0,1/23/1954,2.0,1.0,1.0,2.0,37.73839,12.9388,2621.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,1,2,3,0,1,0,0.0,0.0
DT0300814,8.0,1.0,1.0,1/24/1948,2.0,1.0,2.0,2.0,37.73859,12.93906,2654.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300815,3.0,1.0,0.0,2/23/1948,1.0,4.0,1.0,0.0,37.73859,12.93906,2654.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0300816,7.0,1.0,1.0,3/24/1958,2.0,1.0,1.0,2.0,37.73859,12.93906,2654.0,DT03,1.0,0.0,0,1,1,3,2,0,2,1,1,4,1,1,1,1,1,1,1,2,1,0,0.0,0.0
DT0300817,5.0,1.0,1.0,2/22/1963,1.0,1.0,1.0,2.0,37.73905,12.93935,2646.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300818,7.0,1.0,1.0,2/22/1947,1.0,1.0,2.0,2.0,37.73905,12.93935,2646.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0300819,5.0,1.0,1.0,1/24/1944,1.0,1.0,1.0,2.0,37.73904,12.93992,2663.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0300820,3.0,1.0,0.0,8/22/1969,1.0,4.0,2.0,2.0,37.73908,12.93989,2625.0,DT03,1.0,0.0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300821,8.0,1.0,1.0,2/22/1966,1.0,1.0,1.0,2.0,37.73903,12.94005,2648.0,DT03,1.0,0.0,0,1,1,3,2,0,0,1,0,4,1,1,1,1,1,1,2,1,0,0,0.0,0.0
