hhid,hh_members,relation,gender,dob_gc,hh_education,marital_status,no_of_marriage,main_occupation,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Qtransport,house_equipment,Qanimal,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0701139,3.0,1.0,1.0,2/22/1989,6.0,1.0,1.0,2.0,37.66271,12.98129,1630.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701140,3.0,1.0,1.0,2/22/1987,1.0,1.0,1.0,2.0,37.65844,12.97491,1665.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701141,8.0,1.0,1.0,1/23/1974,2.0,1.0,1.0,2.0,37.62934,12.99941,2225.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,2,0,0.0,0.0
DT0701142,3.0,1.0,0.0,2/22/1962,1.0,3.0,1.0,2.0,37.66504000000001,12.98164,1442.0,DT07,0.0,0.0,1,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,2,1,0,0.0,0.0
DT0701144,4.0,1.0,1.0,2/22/1979,2.0,1.0,1.0,2.0,37.66148,12.98078,1627.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,3,1,0,0.0,0.0
DT0701145,6.0,1.0,1.0,7/17/1974,1.0,1.0,2.0,2.0,37.7002,12.94602,1766.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,0,1,1,1,0,1,2,0,0.0,0.0
DT0701151,5.0,1.0,0.0,6/19/1960,1.0,4.0,1.0,0.0,37.68073,12.9708,1658.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,2,1,0,0.0,0.0
DT0701152,1.0,1.0,1.0,5/13/1944,1.0,3.0,2.0,2.0,37.67993,12.97375,1652.0,DT07,0.0,0.0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701153,3.0,1.0,1.0,1/24/1986,8.0,1.0,1.0,4.0,37.67836,12.97526,1652.0,DT07,0.0,0.0,0,1,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701156,5.0,1.0,1.0,3/24/1958,1.0,1.0,2.0,2.0,37.6767,12.97657,1657.0,DT07,0.0,1.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,2,3,1,0,0.0,0.0
DT0701157,1.0,1.0,1.0,7/26/1991,6.0,2.0,0.0,4.0,37.67855,12.9777,1647.0,DT07,0.0,0.0,1,1,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701158,2.0,1.0,0.0,8/27/1989,6.0,5.0,1.0,4.0,37.67864,12.97812,1642.0,DT07,0.0,0.0,1,1,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701161,2.0,1.0,0.0,1/23/1974,1.0,3.0,3.0,0.0,37.68122,12.98905,1633.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0701163,4.0,1.0,1.0,2/23/1988,5.0,1.0,1.0,2.0,37.69194,12.99683,1686.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,1,0,2,0,1,0,1,0,0.0,0.0
DT0701164,5.0,1.0,1.0,1/24/1985,2.0,1.0,1.0,2.0,37.6579,12.95826,1683.0,DT07,0.0,0.0,0,1,1,4,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701167,4.0,1.0,1.0,1/20/1954,2.0,1.0,3.0,2.0,37.67345,12.95261,1691.0,DT07,0.0,0.0,1,1,1,3,2,0,0,1,1,4,1,1,1,1,3,1,2,3,1,0,0.0,0.0
DT0701170,2.0,1.0,1.0,10/31/2029,2.0,1.0,1.0,0.0,37.68282,13.10199,1726.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0701171,6.0,1.0,1.0,5/7/1968,3.0,1.0,3.0,2.0,37.66227,13.02006,1608.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701172,9.0,1.0,1.0,8/18/1967,1.0,1.0,5.0,2.0,37.66534,13.01862,1568.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,2,1,2,0,1,0,0.0,0.0
DT0701173,2.0,1.0,1.0,1/24/1984,2.0,1.0,2.0,2.0,37.66104,13.00524,1581.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,0,3,1,0,1,1,2,0,1,1,0,0,0.0,0.0
DT0701176,6.0,1.0,1.0,10/1/1961,1.0,1.0,2.0,2.0,37.65425,12.9979,1601.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,4,1,1,1,1,1,3,2,1,1,0,0.0,0.0
DT0701178,6.0,1.0,1.0,3/26/1964,1.0,1.0,2.0,2.0,37.68654,13.10228,1732.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,0,1,3,0,0,1,1,0,0.0,0.0
DT0701182,4.0,1.0,0.0,9/27/1964,1.0,4.0,2.0,0.0,37.64433,13.10298,1784.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701183,4.0,1.0,1.0,1/13/1989,1.0,1.0,1.0,2.0,37.65374,13.10307,1846.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,3,0,2,1,1,0,0.0,0.0
DT0701184,4.0,1.0,1.0,1/13/1974,1.0,1.0,2.0,2.0,37.65659,13.10328,1923.0,DT07,0.0,0.0,0,1,1,3,1,0,0,1,1,4,1,1,1,1,2,1,1,2,1,0,0.0,0.0
DT0701186,7.0,1.0,1.0,2/22/1945,1.0,1.0,1.0,2.0,37.67841,13.10335,1649.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,2,1,0,0.0,0.0
DT0701187,9.0,1.0,1.0,2/22/1974,2.0,1.0,2.0,2.0,37.68312,13.10359,1692.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,3,0,1,2,1,0,0.0,0.0
DT0701188,6.0,1.0,1.0,11/21/1977,1.0,1.0,1.0,2.0,37.67441,13.10359,1591.0,DT07,0.0,0.0,0,1,1,3,3,0,0,0,1,2,1,0,1,0,3,0,2,0,1,0,0.0,0.0
DT0701190,6.0,1.0,1.0,2/22/1983,2.0,1.0,1.0,2.0,37.67846,13.1038,1557.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,2,1,0,0.0,0.0
DT0701192,6.0,1.0,1.0,2/23/1984,1.0,1.0,1.0,2.0,37.68227,13.10397,1551.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0701193,6.0,1.0,1.0,6/19/1947,1.0,1.0,1.0,2.0,37.66141,13.1041,1589.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701194,8.0,1.0,1.0,2/22/1967,2.0,1.0,1.0,2.0,37.66175,13.10438,1607.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701195,7.0,1.0,1.0,2/22/1961,1.0,1.0,1.0,2.0,37.66389,13.10457,1583.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701196,7.0,1.0,1.0,2/23/1944,1.0,1.0,2.0,2.0,37.65937,13.10465,1893.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701197,3.0,1.0,1.0,2/24/1988,2.0,1.0,1.0,2.0,37.67342,13.10465,1763.0,DT07,0.0,0.0,1,1,1,3,2,0,1,2,0,2,0,1,1,0,0,1,1,0,0,0,0.0,0.0
DT0701198,9.0,1.0,1.0,2/27/1962,1.0,1.0,1.0,2.0,37.67498,13.10473,1772.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701199,4.0,1.0,1.0,6/30/1986,2.0,1.0,1.0,2.0,37.67556,13.10474,1800.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,3,1,1,2,1,0,0.0,0.0
DT0701200,6.0,1.0,1.0,10/13/1976,2.0,1.0,1.0,2.0,37.67427,13.10474,1691.0,DT07,0.0,0.0,0,1,1,3,2,0,0,1,1,2,1,1,0,0,2,1,0,0,1,0,0.0,0.0
DT0701203,8.0,1.0,1.0,2/22/1969,1.0,1.0,1.0,2.0,37.66394,13.1048,1586.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701204,4.0,1.0,0.0,11/20/1958,1.0,3.0,1.0,0.0,37.654,13.10527,1596.0,DT07,0.0,0.0,1,1,1,3,2,1,0,0,0,3,1,0,1,1,2,0,1,3,0,0,0.0,0.0
DT0701205,9.0,1.0,1.0,7/4/1974,2.0,1.0,1.0,2.0,37.65471,13.10542,1624.0,DT07,0.0,0.0,0,1,1,3,1,0,1,1,1,4,1,1,1,1,2,1,1,1,1,0,0.0,0.0
DT0701206,5.0,1.0,1.0,2/24/1984,3.0,1.0,3.0,2.0,37.6549,13.10548,1627.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,3,1,0,0.0,0.0
DT0701207,4.0,1.0,1.0,1/28/1944,1.0,1.0,3.0,2.0,37.6607,13.1055,1655.0,DT07,0.0,0.0,0,1,1,3,1,0,0,0,1,3,1,0,1,1,4,0,1,2,1,0,0.0,0.0
DT0701208,5.0,1.0,1.0,2/22/1978,3.0,1.0,1.0,2.0,37.66706,13.10557,1655.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701209,3.0,1.0,0.0,11/20/1991,1.0,3.0,1.0,0.0,37.66587,12.96374,1625.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0701210,1.0,1.0,0.0,2/23/1944,1.0,4.0,3.0,2.0,37.65442,12.94494,1698.0,DT07,0.0,0.0,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0701211,5.0,1.0,1.0,4/29/1979,1.0,1.0,2.0,2.0,37.65442,12.94494,1698.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0701212,2.0,1.0,1.0,7/8/1989,1.0,1.0,1.0,2.0,37.65433,12.94281,1680.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701214,2.0,1.0,1.0,10/11/1989,1.0,1.0,1.0,2.0,37.64499,12.93822,1745.0,DT07,0.0,0.0,1,1,1,3,1,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT0701215,2.0,1.0,1.0,1/24/1990,3.0,1.0,1.0,2.0,37.64054,12.93759,1818.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701216,2.0,1.0,1.0,1/24/1991,2.0,1.0,1.0,2.0,37.6552,13.45262,2545.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,2,1,0,1,0,2,0,1,0,1,0,0.0,0.0
DT0701217,1.0,1.0,0.0,1/15/1990,8.0,5.0,2.0,4.0,37.6552,13.45262,2545.0,DT07,0.0,0.0,1,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701218,2.0,1.0,1.0,6/12/1980,2.0,1.0,2.0,2.0,37.6413,12.92739,1776.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0701219,3.0,1.0,0.0,2/22/1986,1.0,3.0,2.0,2.0,37.6413,12.92739,1776.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0701220,4.0,1.0,1.0,11/4/1984,4.0,1.0,3.0,2.0,37.67033,12.93757,1755.0,DT07,0.0,0.0,1,1,1,3,2,0,1,0,1,2,1,0,0,1,1,0,0,3,1,0,0.0,0.0
DT0701221,2.0,1.0,1.0,2/23/1990,2.0,1.0,1.0,2.0,37.67931,12.97781,1648.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0701222,3.0,1.0,0.0,5/4/1990,7.0,5.0,1.0,4.0,37.6793,12.9778,1647.0,DT07,0.0,0.0,1,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701223,2.0,1.0,1.0,7/10/1990,6.0,1.0,1.0,2.0,37.68095,12.97397,1662.0,DT07,0.0,0.0,1,1,1,3,1,0,2,1,1,3,1,1,0,1,1,1,0,3,1,0,0.0,0.0
DT0701224,1.0,1.0,0.0,5/5/1988,6.0,2.0,0.0,4.0,37.67889,12.97657,1654.0,DT07,0.0,1.0,1,1,2,3,3,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0701225,1.0,1.0,0.0,2/26/1991,6.0,2.0,0.0,4.0,37.41526,12.56163,2611.0,DT07,0.0,0.0,1,1,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701226,1.0,1.0,1.0,6/8/1987,8.0,5.0,1.0,4.0,37.67929,12.97012,1626.0,DT07,0.0,0.0,1,1,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0701227,2.0,1.0,0.0,7/28/1990,7.0,2.0,1.0,4.0,37.67948,12.97817,1640.0,DT07,0.0,0.0,1,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701228,1.0,1.0,1.0,8/27/1992,6.0,6.0,0.0,4.0,37.67848,12.97766,1636.0,DT07,0.0,0.0,1,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701229,6.0,1.0,1.0,3/6/1968,2.0,1.0,2.0,2.0,37.68213,12.98225,1639.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,3,0,1,1,1,0,0.0,0.0
DT0701230,3.0,1.0,1.0,7/12/1948,2.0,1.0,1.0,0.0,37.68527,12.98832,1661.0,DT07,0.0,0.0,0,1,1,4,1,0,1,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701232,2.0,1.0,0.0,3/8/1992,1.0,4.0,1.0,0.0,37.68738,13.00249,1669.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,0.0
DT0701233,3.0,1.0,1.0,1/2/1992,5.0,1.0,1.0,2.0,37.68739,13.00248,1670.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0701234,3.0,1.0,0.0,12/2/1958,1.0,3.0,2.0,0.0,37.68739,13.00248,1670.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,0,3,1,0,1,1,2,0,1,1,0,0,0.0,0.0
DT0701235,2.0,1.0,1.0,2/4/1994,1.0,1.0,1.0,2.0,37.6475,13.01832,1573.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0701236,1.0,1.0,1.0,9/5/1990,6.0,5.0,1.0,2.0,37.67751,13.01833,1574.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0701237,2.0,1.0,0.0,2/22/1939,2.0,1.0,1.0,1.0,37.67933,13.01533,1587.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0701239,2.0,1.0,1.0,10/1/1992,2.0,1.0,1.0,2.0,37.68303,13.02293,1559.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701240,4.0,1.0,1.0,9/26/1984,6.0,3.0,2.0,2.0,37.68438,13.02348,1560.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,1,0,0,3,1,0,0.0,0.0
DT0701241,3.0,1.0,1.0,1/23/1986,4.0,1.0,1.0,2.0,37.67083,12.93817,1756.0,DT07,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701242,2.0,1.0,1.0,8/29/1990,8.0,5.0,1.0,4.0,37.66387,12.9999,1579.0,DT07,0.0,0.0,1,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701243,3.0,1.0,1.0,9/26/1987,2.0,1.0,1.0,2.0,37.65761,12.99551,1593.0,DT07,0.0,0.0,1,1,1,4,2,0,0,0,1,2,1,0,0,1,1,0,0,2,1,0,0.0,0.0
DT0701244,1.0,1.0,1.0,3/31/1972,8.0,5.0,1.0,4.0,37.67889,12.97657,1654.0,DT07,0.0,0.0,1,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0701245,4.0,1.0,1.0,3/8/1986,1.0,1.0,1.0,2.0,37.65388,12.99629,1623.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0701246,4.0,1.0,1.0,3/3/1984,1.0,5.0,1.0,2.0,37.65259,12.98823,2640.0,DT07,0.0,0.0,1,1,1,3,1,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701247,2.0,1.0,1.0,12/1/1991,2.0,1.0,1.0,2.0,37.65318,12.98606,1626.0,DT07,0.0,0.0,1,1,1,3,1,0,1,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0701248,2.0,1.0,1.0,2/22/1990,1.0,1.0,2.0,2.0,37.66172,12.97457,1634.0,DT07,0.0,0.0,0,1,1,3,2,0,1,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0701271,8.0,1.0,1.0,1/30/1964,2.0,1.0,1.0,2.0,37.681,12.97769,1672.0,DT07,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800001,6.0,1.0,1.0,10/25/1974,1.0,1.0,2.0,2.0,37.71752,13.11507,2042.0,DT08,0.0,0.0,0,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,2,0,0.0,0.0
DT0800002,4.0,1.0,1.0,12/22/1950,1.0,1.0,1.0,2.0,37.7171,13.115479999999998,2011.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,3,2,2,1,1,0,0.0,0.0
DT0800003,5.0,1.0,1.0,10/21/1979,2.0,1.0,1.0,2.0,37.71762,13.1151,1996.0,DT08,0.0,0.0,0,1,1,3,1,0,1,1,1,4,1,1,1,1,2,2,2,1,1,0,0.0,0.0
DT0800004,1.0,1.0,0.0,3/24/1944,1.0,4.0,3.0,2.0,37.71804,13.1151,2024.0,DT08,0.0,0.0,0,1,1,4,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800005,3.0,1.0,0.0,2/22/1963,1.0,5.0,2.0,2.0,37.71833,13.11489,1975.0,DT08,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,2,0,1,1,1,0,0.0,0.0
DT0800006,4.0,1.0,0.0,3/24/1980,1.0,3.0,3.0,2.0,37.71852,13.11489,1973.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0800007,1.0,1.0,0.0,12/10/2029,1.0,4.0,1.0,0.0,37.71798,13.11569,1996.0,DT08,0.0,0.0,1,1,1,3,1,0,0,0,1,2,1,0,0,1,2,0,0,2,1,0,0.0,0.0
DT0800009,4.0,1.0,0.0,1/23/1986,1.0,5.0,1.0,2.0,37.71835,13.11574,1983.0,DT08,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,3,0,1,1,2,0,0.0,0.0
DT0800012,10.0,1.0,1.0,2/22/1950,1.0,1.0,1.0,2.0,37.71788,13.11662,1970.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800014,2.0,1.0,0.0,2/22/1946,1.0,3.0,2.0,2.0,37.72055,13.11779,2015.0,DT08,0.0,0.0,0,1,1,3,1,0,0,1,0,4,1,1,1,1,1,1,1,2,0,0,0.0,0.0
DT0800015,2.0,1.0,0.0,5/24/1965,1.0,4.0,1.0,2.0,37.72033,13.11914,2021.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0800017,4.0,1.0,1.0,8/22/1977,1.0,1.0,3.0,2.0,37.71969,13.11831,2003.0,DT08,0.0,0.0,1,1,1,3,1,0,2,0,1,2,1,0,0,1,2,0,0,1,1,0,0.0,0.0
DT0800018,1.0,1.0,0.0,5/15/1940,1.0,4.0,1.0,0.0,37.7197,13.11835,1989.0,DT08,0.0,0.0,0,1,1,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0800019,1.0,1.0,1.0,4/7/1983,4.0,3.0,2.0,2.0,37.71927,13.12024,2013.0,DT08,0.0,0.0,1,1,1,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0800021,11.0,1.0,1.0,2/23/1964,1.0,1.0,2.0,2.0,37.72157,13.1192,2011.0,DT08,0.0,0.0,0,1,1,3,1,0,1,0,1,3,1,0,1,1,1,0,1,2,1,0,0.0,0.0
DT0800022,1.0,1.0,1.0,2/23/1949,2.0,4.0,1.0,2.0,37.72141,13.11912,2009.0,DT08,0.0,0.0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800023,2.0,1.0,0.0,2/23/1964,1.0,3.0,2.0,2.0,37.72141,13.11912,2009.0,DT08,0.0,0.0,1,1,1,3,1,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0800024,4.0,1.0,1.0,4/23/1993,4.0,1.0,1.0,2.0,37.72141,13.11912,2009.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,3,0,2,1,1,0,0.0,0.0
DT0800026,9.0,1.0,1.0,7/14/1984,1.0,1.0,1.0,2.0,37.72141,13.11912,2009.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,4,1,2,1,2,0,0.0,0.0
DT0800027,7.0,1.0,1.0,10/25/1958,2.0,1.0,2.0,2.0,37.7263,13.11329,2075.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,2,2,1,1,1,0,0.0,0.0
DT0800028,4.0,1.0,1.0,1/19/1985,1.0,1.0,1.0,2.0,37.72659,13.11347,2073.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800029,6.0,1.0,1.0,2/22/1974,2.0,1.0,4.0,2.0,37.72772,13.11267,2059.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,3,0,0,1,1,0,0.0,0.0
DT0800030,5.0,1.0,1.0,2/22/1986,1.0,1.0,1.0,2.0,37.72324,13.1165,2089.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800031,9.0,1.0,1.0,9/25/1969,1.0,1.0,2.0,2.0,37.72946,13.11274,2076.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800033,5.0,1.0,1.0,2/22/1983,1.0,1.0,3.0,2.0,37.72955,13.11292,2100.0,DT08,0.0,0.0,1,1,1,3,2,0,0,0,0,3,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0800034,3.0,1.0,1.0,5/1/1964,1.0,1.0,2.0,2.0,37.72946,13.11209,2070.0,DT08,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0800035,1.0,1.0,0.0,2/23/1944,1.0,4.0,2.0,2.0,37.72946,13.11209,2080.0,DT08,0.0,0.0,1,1,1,4,2,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0800037,4.0,1.0,1.0,2/22/1986,1.0,1.0,1.0,2.0,37.72941,13.11225,2055.0,DT08,0.0,0.0,1,1,1,3,2,0,0,1,1,3,1,1,0,1,2,1,0,1,1,0,0.0,0.0
DT0800038,5.0,1.0,1.0,2/22/1979,1.0,1.0,3.0,2.0,37.72691,13.11319,2065.0,DT08,0.0,0.0,0,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,2,1,0,0.0,0.0
DT0800039,7.0,1.0,1.0,2/23/1968,2.0,1.0,1.0,2.0,37.731,13.11208,2084.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,4,2,2,3,2,0,0.0,0.0
DT0800041,7.0,1.0,1.0,1/20/1959,3.0,1.0,6.0,2.0,37.73224,13.11315,2113.0,DT08,0.0,0.0,0,1,1,3,2,0,2,1,1,4,1,1,1,1,4,2,3,1,2,0,0.0,0.0
DT0800043,5.0,1.0,1.0,9/25/1968,2.0,5.0,2.0,2.0,37.73189,13.11325,2095.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,4,2,1,1,1,0,0.0,0.0
DT0800044,8.0,1.0,1.0,2/23/1972,1.0,1.0,1.0,2.0,37.73193,13.11436,2141.0,DT08,0.0,0.0,1,1,1,3,2,0,0,1,1,4,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0800045,9.0,1.0,1.0,4/11/1958,1.0,1.0,1.0,2.0,37.73321,13.11433,2140.0,DT08,0.0,0.0,0,1,1,3,2,0,0,1,1,3,1,1,1,0,1,1,2,0,1,0,0.0,0.0
DT0800047,7.0,1.0,1.0,2/23/1964,1.0,5.0,2.0,2.0,37.7287,13.10527,2086.0,DT08,0.0,0.0,0,1,1,3,2,0,2,1,1,4,1,1,1,1,2,2,1,1,2,0,0.0,0.0
DT0800048,9.0,1.0,1.0,10/26/1963,1.0,1.0,7.0,2.0,37.73136,13.10602,1339.0,DT08,0.0,0.0,0,1,1,3,2,0,1,1,1,4,1,1,1,1,3,2,2,1,1,0,0.0,0.0
DT0800049,7.0,1.0,1.0,2/22/1970,2.0,1.0,3.0,2.0,37.73107,13.10637,2143.0,DT08,0.0,0.0,0,1,1,3,2,0,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0.0,0.0
