hhid,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0300845,1.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1200513,2.0,2.0,2,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200081,2.0,2.0,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0101114,1.0,2.0,2,1,1,3,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0600584,2.0,2.0,1,1,1,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT1100011,1.0,2.0,2,1,1,1,3,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0600748,1.0,2.0,2,1,1,3,2,1,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0100556,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200144,1.0,2.0,2,1,3,1,2,0,0,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0900737,1.0,2.0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1202179,2.0,2.0,2,1,1,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100274,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101102,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102431,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0801410,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200458,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0100392,1.0,2.0,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100280,1.0,2.0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1000517,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0100967,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200484,2.0,2.0,1,1,1,4,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701074,2.0,2.0,1,1,1,3,2,0,2,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1100285,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101982,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200737,1.0,2.0,2,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000726,1.0,2.0,2,1,1,3,2,1,2,1,1,0,1,1,2,0,1,1,0,0.0,1.0
DT0301174,1.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1000697,1.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100291,1.0,2.0,2,1,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1300093,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0201355,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200356,1.0,2.0,2,1,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0800815,2.0,2.0,1,1,1,3,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0,0.0
DT0200009,1.0,1.0,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300320,1.0,2.0,1,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT1200209,2.0,2.0,1,1,1,3,2,0,0,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0600841,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0900181,1.0,2.0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200809,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800744,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0102634,1.0,1.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0400306,1.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0500387,1.0,2.0,2,1,1,4,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0600168,1.0,2.0,2,1,1,3,2,0,0,0,1,0,1,0,2,0,1,1,0,0.0,0.0
DT1100307,1.0,2.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100276,2.0,2.0,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1000456,2.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1100310,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100311,1.0,2.0,2,1,1,1,3,0,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT1100312,1.0,2.0,2,1,2,1,3,1,1,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT1201084,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1201986,2.0,1.0,1,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300559,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0701068,2.0,2.0,2,1,1,3,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201606,2.0,2.0,2,1,1,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0101615,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500021,1.0,2.0,2,1,1,4,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0102614,2.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0601091,1.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100322,1.0,1.0,2,1,1,1,3,1,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1100323,1.0,2.0,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800514,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0701198,2.0,2.0,1,1,1,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900836,1.0,1.0,2,1,1,1,3,1,3,0,0,1,1,0,0,1,1,1,1,0.0,0.0
DT0200277,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100328,1.0,2.0,2,1,2,1,3,1,3,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT1100329,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0700504,2.0,2.0,2,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800188,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200340,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1202084,2.0,2.0,2,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0801547,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0102350,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300875,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1301253,2.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1202198,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201330,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100341,1.0,2.0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
dt1100843,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1000776,1.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1300853,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0600983,1.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100672,1.0,2.0,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0100402,1.0,1.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800296,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0201096,1.0,2.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500118,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0100639,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100020,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0802177,2.0,2.0,2,1,3,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1000405,1.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT0100031,1.0,2.0,2,1,1,1,3,1,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1201942,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0401099,2.0,2.0,2,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100907,1.0,1.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0501183,1.0,2.0,2,1,1,4,2,0,1,0,1,1,1,0,1,1,1,1,0,0.0,0.0
DT0100990,1.0,2.0,2,1,1,1,3,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT0500762,1.0,2.0,2,1,1,3,2,0,1,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT1201282,2.0,2.0,2,1,1,4,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0601014,1.0,2.0,2,1,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0501306,1.0,2.0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1000996,1.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT1100365,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0601244,2.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0101129,1.0,2.0,2,1,1,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0
DT1100657,1.0,2.0,2,1,2,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102354,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100370,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1101212,1.0,2.0,2,1,1,1,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0.0
DT1202093,2.0,2.0,1,1,1,3,2,0,2,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT1301088,2.0,2.0,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0200050,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102109,1.0,2.0,2,1,1,4,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0601315,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0400113,1.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0100634,1.0,2.0,2,1,1,1,3,1,2,0,0,1,1,0,0,1,1,1,1,0.0,0.0
DT1200587,2.0,2.0,2,1,1,3,2,0,1,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT1201362,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100410,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200954,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1100817,2.0,2.0,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201809,2.0,2.0,2,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0101437,1.0,2.0,2,1,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1100424,1.0,2.0,2,1,2,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0600702,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0500336,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100842,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
dt0700732,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1300340,1.0,2.0,2,1,1,3,2,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0500558,2.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT1300629,1.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0200752,1.0,2.0,2,1,1,1,3,1,3,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT0700704,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0601118,2.0,2.0,2,1,1,3,2,0,2,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT1000973,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201685,2.0,2.0,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0401066,1.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0801329,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1100449,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100450,1.0,2.0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1300766,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0900579,1.0,2.0,2,1,1,1,3,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1100454,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0801305,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0601131,1.0,2.0,2,1,1,4,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100117,1.0,1.0,2,1,1,1,3,1,2,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0100628,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500283,1.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,0,0,0.0,0.0
DT0900745,1.0,2.0,2,1,1,1,2,1,1,0,1,0,0,0,1,0,0,1,1,0.0,0.0
DT0600278,1.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0400016,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0401058,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102527,1.0,2.0,2,1,2,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300573,2.0,2.0,1,1,1,4,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT1100098,1.0,2.0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900871,1.0,2.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100471,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200284,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1000244,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102560,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300891,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100179,2.0,2.0,2,1,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT1100482,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900431,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100368,1.0,2.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300102,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0100962,1.0,2.0,2,1,1,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0201289,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000241,2.0,2.0,2,1,1,3,2,0,1,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT0601380,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0201462,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1100500,1.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201048,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0102246,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0401156,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1200153,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0500895,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1000947,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0700921,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0101894,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102643,1.0,1.0,2,1,1,1,2,1,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0500297,1.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0200739,1.0,1.0,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300646,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200352,1.0,2.0,2,1,2,1,4,1,3,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT1300060,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0801626,2.0,2.0,1,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0300786,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100520,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0501290,1.0,2.0,2,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0800006,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT1300636,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0401026,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900166,1.0,2.0,2,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0801556,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0800953,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
dt1100434,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200879,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1300267,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1000025,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,1.0
DT0900919,1.0,2.0,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0.0,0.0
DT0802030,2.0,2.0,2,1,1,3,1,0,1,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0500019,1.0,2.0,1,1,1,3,2,0,0,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT0601373,1.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT1000659,1.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT0700322,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0300112,1.0,2.0,2,1,1,3,1,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1000982,2.0,2.0,2,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100546,1.0,1.0,2,1,1,1,3,0,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1100547,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200115,2.0,2.0,1,1,1,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0400894,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0801340,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1201420,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100553,1.0,2.0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100554,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0200642,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100557,1.0,2.0,2,1,2,1,3,1,2,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0201022,1.0,2.0,2,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800159,2.0,2.0,1,1,1,4,1,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100561,1.0,1.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100562,1.0,1.0,2,1,2,3,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300384,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0802154,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1000216,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT1300863,2.0,2.0,2,1,1,4,2,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0100478,1.0,2.0,2,1,3,1,4,1,2,0,0,0,0,0,0,0,0,1,1,1.0,0.0
DT1100570,1.0,2.0,2,1,1,3,3,1,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1100571,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100572,1.0,2.0,2,1,2,4,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100362,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500644,1.0,2.0,2,1,1,1,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,1.0
DT1200579,2.0,2.0,1,1,1,4,2,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201047,2.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT0601348,1.0,2.0,2,1,1,4,2,1,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0100736,1.0,1.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301097,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0900959,1.0,2.0,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0201331,1.0,1.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100584,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102569,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301071,1.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100656,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1200105,2.0,2.0,1,1,1,4,1,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
dt1100755,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800757,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0100721,1.0,2.0,2,1,3,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0
