hhid,Q4011,Q4012,Q4013,Q4014,Q4015,Q4016,Q4060,Q401,Q406
DT0101287,1,0,0,0,0,0,7,1,2
DT0500878,0,0,0,1,0,0,5,2,2
DT1001250,0,0,1,0,0,0,7,1,2
DT0500447,0,0,1,0,0,0,7,1,2
DT0101456,1,0,0,0,0,0,7,1,2
DT0801245,0,0,0,0,0,1,7,2,2
DT1001234,0,1,0,0,0,0,4,1,2
DT0801255,0,0,0,1,0,0,7,2,2
DT0801621,0,0,0,0,0,1,7,2,2
DT1202046,0,0,0,1,0,0,7,2,2
DT0201245,1,0,0,0,0,0,5,1,2
DT0500588,0,0,0,1,0,0,4,2,2
DT0200377,1,0,0,0,0,0,3,1,1
DT0400933,0,0,0,1,0,0,5,2,2
DT0400963,0,0,0,1,0,0,5,2,2
DT0102609,1,0,0,0,0,0,4,1,2
DT1300046,0,0,0,1,0,0,7,2,2
DT0801271,0,0,0,0,0,1,7,2,2
DT0600703,0,0,0,1,0,0,5,2,2
DT0802056,0,0,0,0,0,1,7,2,2
DT0801274,0,0,0,0,0,1,7,2,2
DT0300955,0,1,0,0,0,0,7,1,2
DT1201223,0,0,0,1,0,0,7,2,2
DT0800924,0,0,0,1,0,0,7,2,2
DT0801283,0,0,0,0,0,1,7,2,2
DT1200466,0,0,0,1,0,0,7,2,2
DT1101168,1,0,0,0,0,0,7,1,2
DT0200482,1,0,0,0,0,0,3,1,1
DT0900908,1,0,0,0,0,0,4,1,2
DT1300806,0,0,0,0,0,1,7,2,2
DT0800141,0,0,0,1,0,0,7,2,2
DT0200802,1,0,0,0,0,0,7,1,2
DT0101115,1,0,0,0,0,0,7,1,2
DT0101428,1,0,0,0,0,0,4,1,2
DT0500832,0,0,0,1,0,0,4,2,2
DT0102155,1,0,0,0,0,0,4,1,2
DT0600635,0,0,0,1,0,0,7,2,2
DT0400247,0,1,0,0,0,0,7,1,2
DT0901029,1,0,0,0,0,0,4,1,2
DT0801303,0,0,0,0,0,1,7,2,2
DT0600982,0,0,0,1,0,0,7,2,2
DT0801253,0,0,0,0,0,1,7,2,2
DT0600712,0,0,0,1,0,0,7,2,2
DT1201296,0,0,0,1,0,0,7,2,2
DT1301040,0,0,0,1,0,0,7,2,2
DT0600050,0,1,0,0,0,0,7,1,2
DT0801311,0,0,0,0,0,1,7,2,2
DT1300728,0,0,0,1,0,0,5,2,2
DT0101261,1,0,0,0,0,0,4,1,2
DT0701122,0,0,0,1,0,0,7,2,2
DT0900597,1,0,0,0,0,0,4,1,2
DT0200679,1,0,0,0,0,0,5,1,2
DT1200253,0,0,0,1,0,0,7,2,2
DT1301205,0,0,0,1,0,0,7,2,2
DT1200503,0,0,0,0,1,0,7,2,2
DT1101099,1,0,0,0,0,0,7,1,2
DT1300192,0,0,0,1,0,0,7,2,2
DT0200296,1,0,0,0,0,0,4,1,2
DT0801330,0,0,0,0,0,1,7,2,2
DT1100004,1,0,0,0,0,0,7,1,2
DT0400445,0,0,0,1,0,0,5,2,2
DT0300404,0,1,0,0,0,0,5,1,2
DT1201227,0,0,0,1,0,0,7,2,2
DT0300301,0,0,0,1,0,0,7,2,2
DT0400892,0,1,0,0,0,0,7,1,2
DT0700119,0,0,0,0,0,1,7,2,2
DT1200589,0,0,0,1,0,0,7,2,2
DT0801341,0,0,0,0,0,1,7,2,2
DT0801342,0,0,0,0,0,1,7,2,2
DT1000955,0,0,0,1,0,0,7,2,2
DT0300922,0,0,0,1,0,0,7,2,2
DT1300304,0,0,0,1,0,0,7,2,2
DT0200037,1,0,0,0,0,0,4,1,2
DT1101318,1,0,0,0,0,0,7,1,2
DT0400919,0,1,0,0,0,0,4,1,2
dt0700665,0,0,0,0,0,1,7,2,2
DT0200247,1,0,0,0,0,0,5,1,2
DT0801358,0,0,0,0,0,1,7,2,2
DT1300679,0,0,0,0,1,0,7,2,2
DT0600556,0,0,0,0,0,1,7,2,2
DT0801361,0,0,0,0,0,1,7,2,2
DT0801375,0,0,0,0,0,1,7,2,2
dt1100451,1,0,0,0,0,0,7,1,2
DT1202111,0,0,0,1,0,0,4,2,2
DT1201702,0,0,0,1,0,0,7,2,2
DT1301097,0,0,0,1,0,0,7,2,2
DT0801370,0,0,0,0,0,1,7,2,2
DT0201100,1,0,0,0,0,0,5,1,2
DT1201914,0,0,0,1,0,0,5,2,2
DT0400135,0,0,0,1,0,0,4,2,2
DT1201903,0,0,0,1,0,0,7,2,2
DT0801743,0,0,0,1,0,1,7,2,2
DT1301134,0,0,0,1,0,0,7,2,2
DT0501299,0,0,0,1,0,0,7,2,2
DT0200885,1,0,0,0,0,0,7,1,2
DT0801380,0,0,0,0,0,1,7,2,2
DT0600810,0,0,1,0,0,0,7,1,2
DT1200222,0,0,0,1,0,0,7,2,2
DT0301056,0,1,0,0,0,0,7,1,2
DT0801388,0,0,0,0,0,1,7,2,2
DT1200763,0,0,0,1,0,0,7,2,2
DT0200428,1,0,0,0,0,0,7,1,2
DT0600940,0,0,1,0,0,0,7,1,2
DT0800558,0,0,0,0,0,1,7,2,2
DT1300783,0,0,0,1,0,0,7,2,2
DT1100816,1,0,0,0,0,0,7,1,2
DT1200496,0,0,0,1,0,0,7,2,2
DT0600528,0,0,0,0,0,1,7,2,2
DT0801402,0,0,0,0,0,1,7,2,2
DT0300247,0,1,0,0,0,0,7,1,2
DT1000964,0,0,0,1,0,0,4,2,2
DT1201662,0,0,0,1,0,0,7,2,2
DT0501053,0,0,1,0,0,0,7,1,2
DT0801409,0,0,0,0,0,1,7,2,2
DT0600847,1,0,0,0,0,0,7,1,2
DT0201281,1,0,0,0,0,0,4,1,2
DT0801165,0,0,0,0,0,1,7,2,2
DT1200238,0,0,0,0,0,1,7,2,2
DT1300838,0,0,0,1,0,0,7,2,2
DT0501296,0,0,1,0,0,0,7,1,2
DT1200836,0,0,0,0,0,1,7,2,2
DT0200076,1,0,0,0,0,0,7,1,2
DT0801424,0,0,0,0,0,1,7,2,2
DT1300625,0,0,0,0,1,0,7,2,2
DT0500660,0,0,1,0,0,0,4,1,2
DT1100483,1,0,0,0,0,0,3,1,1
DT0201461,1,0,0,0,0,0,4,1,2
DT0700186,0,0,0,0,0,1,7,2,2
DT0801435,0,0,0,0,0,1,7,2,2
DT0200507,1,0,0,0,0,0,4,1,2
DT0102420,1,0,0,0,0,0,4,1,2
DT0201497,1,0,0,0,0,0,7,1,2
DT1200231,0,0,0,1,0,0,7,2,2
DT0100185,1,0,0,0,0,0,3,1,1
DT1200694,0,0,0,1,0,0,7,2,2
DT0700978,0,0,0,0,0,1,7,2,2
DT1000035,0,0,0,1,0,0,5,2,2
DT1101121,1,0,0,0,0,0,7,1,2
DT1100944,1,0,0,0,0,0,4,1,2
DT1201229,0,0,0,1,0,0,4,2,2
DT0101692,1,0,0,0,0,0,3,1,1
DT1100827,1,0,0,0,0,0,4,1,2
DT0101318,1,0,0,0,0,0,4,1,2
DT1200093,0,0,0,0,0,1,7,2,2
DT0600743,1,0,0,0,0,0,5,1,2
DT1201557,0,0,0,1,0,0,7,2,2
DT0801455,0,0,0,0,0,1,7,2,2
DT1300007,0,0,0,1,0,0,7,2,2
DT0200532,1,0,0,0,0,0,7,1,2
DT0800865,0,0,0,0,0,1,7,2,2
DT1201460,0,0,0,1,0,0,4,2,2
DT0100656,1,0,0,0,0,0,7,1,2
DT1201614,0,0,0,1,0,0,7,2,2
DT0801464,0,0,0,0,0,1,7,2,2
DT1100768,1,0,0,1,0,0,5,1,2
DT0801469,0,0,0,0,0,1,7,2,2
DT0400997,0,1,0,0,0,0,5,1,2
DT0601287,0,0,0,0,0,1,7,2,2
DT0801291,0,0,0,0,0,1,7,2,2
DT1200048,0,0,0,0,0,1,7,2,2
DT1300706,0,1,0,1,0,0,7,1,2
DT0700136,0,0,0,1,0,0,7,2,2
DT0201361,1,0,0,0,0,0,3,1,1
DT0801481,0,0,0,0,1,1,7,2,2
DT1101263,1,0,0,0,0,0,7,1,2
DT1202068,0,0,0,1,0,0,7,2,2
DT0200405,1,0,0,0,0,0,4,1,2
DT0600224,0,1,0,0,0,0,7,1,2
DT0801971,0,0,0,0,1,0,7,2,2
DT1101257,1,0,0,0,0,0,4,1,2
DT0300829,0,0,1,0,0,0,7,1,2
DT0100528,1,0,0,0,0,0,7,1,2
DT0601114,0,0,0,0,0,1,7,2,2
DT0500821,0,0,1,0,0,0,4,1,2
DT0802028,0,0,0,1,0,0,7,2,2
DT1000653,0,0,1,0,0,0,5,1,2
DT0201273,1,0,0,0,0,0,7,1,2
DT0500176,0,0,0,1,0,0,7,2,2
DT1000407,0,1,0,0,0,0,4,1,2
DT1300293,0,1,0,0,0,0,7,1,2
DT0801503,0,0,0,0,0,1,7,2,2
DT0801506,0,0,0,0,0,1,7,2,2
DT1001050,0,0,0,1,0,0,5,2,2
DT0901010,1,0,0,0,0,0,4,1,2
DT1100076,0,1,0,0,0,0,7,1,2
DT0600118,0,1,0,0,0,0,6,1,2
DT1001057,0,0,0,1,0,0,4,2,2
DT1300437,1,0,0,0,0,0,7,1,2
DT1200782,0,0,0,1,0,0,7,2,2
DT0601009,0,0,0,1,0,0,7,2,2
DT0501315,0,0,1,0,0,0,4,1,2
DT0801522,0,0,0,0,0,1,7,2,2
DT0102209,1,0,0,0,0,0,4,1,2
DT1201367,0,0,0,1,0,0,7,2,2
DT0801526,0,1,0,0,0,0,7,1,2
DT0800277,0,0,0,1,0,0,7,2,2
DT1200428,0,0,0,1,0,0,7,2,2
DT0801530,0,0,0,0,0,1,7,2,2
DT0802048,0,0,0,0,0,1,7,2,2
DT0500609,0,0,1,0,0,0,7,1,2
DT0101446,1,0,0,0,0,0,4,1,2
DT1200342,0,0,0,1,0,0,7,2,2
DT0800095,0,0,0,1,1,0,7,2,2
DT1300099,0,0,0,1,0,0,7,2,2
DT0801540,0,0,0,1,0,0,7,2,2
DT1202066,0,0,0,1,0,0,7,2,2
DT0600469,0,0,1,0,0,0,7,1,2
DT0400951,0,1,0,0,0,0,7,1,2
DT0801545,0,0,0,1,0,1,7,2,2
DT1301080,0,0,0,1,0,0,7,2,2
DT0100625,1,0,0,0,0,0,4,1,2
DT0200749,1,0,0,0,0,0,7,1,2
DT0600349,0,0,0,0,1,0,4,2,2
DT0601196,0,1,0,0,0,0,7,1,2
DT0701207,0,0,0,1,0,0,7,2,2
DT1200148,0,0,0,1,0,1,7,2,2
DT0600383,0,1,0,0,0,0,5,1,2
DT1000287,0,0,1,1,0,0,4,1,2
DT1000883,0,1,0,0,0,0,5,1,2
DT0300642,0,0,0,1,0,0,7,2,2
DT0201267,1,0,0,0,0,0,7,1,2
DT0300232,0,0,0,1,0,0,7,2,2
DT1201665,0,0,0,0,0,1,4,2,2
DT0801569,0,0,0,0,0,1,7,2,2
DT1100835,1,0,0,0,0,0,4,1,2
DT0801574,0,0,0,1,0,0,7,2,2
DT0700968,0,0,0,0,0,1,7,2,2
DT0600243,0,1,0,0,0,0,7,1,2
DT0700139,0,0,0,0,0,1,7,2,2
DT0400173,0,0,0,1,0,0,7,2,2
DT1300302,0,0,0,1,0,0,7,2,2
DT0801959,0,0,0,0,0,1,7,2,2
DT0600448,0,0,0,0,0,1,7,2,2
DT0600967,0,0,1,0,0,0,7,1,2
DT0500516,0,0,1,0,0,0,7,1,2
DT0102621,1,0,0,0,0,0,4,1,2
DT0900066,1,0,0,0,0,0,3,1,1
DT0801420,0,0,0,0,0,1,7,2,2
DT0801595,0,0,0,0,0,1,7,2,2
DT0500398,0,0,1,0,0,0,7,1,2
DT0801601,0,0,0,0,0,1,7,2,2
DT0701055,0,0,0,0,0,1,7,2,2
DT0800174,0,0,0,1,0,1,7,2,2
DT0700006,0,0,0,1,0,0,7,2,2
DT1200473,0,0,0,1,0,0,7,2,2
DT1300639,0,1,0,0,0,0,7,1,2
DT1000671,0,0,1,0,0,0,5,1,2
DT1100110,1,0,0,0,0,0,4,1,2
DT0801612,0,0,0,1,0,1,7,2,2
DT0300318,0,1,0,0,0,0,5,1,2
DT1100914,1,0,0,0,0,0,7,1,2
DT0700475,0,0,0,1,0,0,7,2,2
DT0300173,0,0,0,1,0,0,7,2,2
DT0800178,0,0,0,0,0,1,7,2,2
DT0801620,0,0,0,0,0,1,4,2,2
DT1200028,0,0,0,1,0,0,7,2,2
DT1202112,0,0,0,1,0,0,7,2,2
DT0801387,0,0,0,0,0,1,7,2,2
DT0900891,1,0,0,0,0,0,4,1,2
DT1300564,0,0,0,0,0,1,7,2,2
DT1301020,0,0,0,1,0,0,7,2,2
DT0800496,0,0,0,0,0,1,7,2,2
DT1100965,1,0,0,0,0,0,4,1,2
DT1100123,1,0,0,0,0,0,7,1,2
DT1100825,1,0,0,0,0,0,7,1,2
DT0801635,0,0,0,0,0,1,7,2,2
DT0500743,0,0,0,1,0,0,7,2,2
DT0201086,1,0,0,0,0,0,7,1,2
DT1000400,0,1,0,0,0,0,5,1,2
DT1001244,0,0,0,0,1,0,4,2,2
DT0301171,0,1,0,0,0,0,7,1,2
DT0801642,0,0,0,0,0,1,7,2,2
DT0801643,0,0,0,1,0,0,7,2,2
DT0601352,0,1,0,0,0,0,5,1,2
DT0801645,0,0,0,0,0,1,7,2,2
DT1300426,0,0,0,1,0,0,7,2,2
DT1201721,0,0,0,1,0,0,7,2,2
dt0400457,0,1,0,0,0,0,5,1,2
DT0101901,1,0,0,0,0,0,4,1,2
DT0200142,1,0,0,0,0,0,4,1,2
DT0301185,0,0,0,1,0,0,7,2,2
DT0600261,0,0,1,0,0,0,7,1,2
DT0900833,1,0,0,0,0,0,5,1,2
DT0300282,0,0,0,1,0,0,7,2,2
DT0801664,0,0,0,1,0,0,7,2,2
DT0201041,1,0,0,0,0,0,4,1,2
DT0101839,1,0,0,0,0,0,3,1,1
DT0801670,0,0,0,0,0,1,7,2,2
DT0300765,0,0,0,1,0,0,7,2,2
DT1200680,0,0,0,1,0,1,7,2,2
DT0400996,0,1,0,0,0,0,5,1,2
DT0900452,1,0,0,0,0,0,7,1,2
DT0700317,0,0,0,0,0,1,7,2,2
DT1200501,0,0,0,1,0,0,7,2,2
DT0101636,1,0,0,0,0,0,3,1,1
DT1201823,0,0,0,1,0,0,7,2,2
DT1300043,0,0,0,0,1,0,7,2,2
DT0801773,0,0,0,0,0,1,7,2,2
DT1100241,0,0,0,1,0,0,7,2,2
DT0801262,0,0,0,0,0,1,7,2,2
DT1301148,0,1,0,0,0,0,7,1,2
DT1201875,0,0,0,1,0,0,7,2,2
DT0801691,0,0,0,0,0,1,7,2,2
DT0600298,0,0,1,0,0,0,7,1,2
DT1300207,0,0,0,1,0,0,4,2,2
DT1202022,0,0,0,1,0,0,7,2,2
DT0201279,1,0,0,0,0,0,7,1,2
DT0700862,0,0,0,0,0,1,7,2,2
DT1200923,0,0,0,1,0,0,7,2,2
DT1201113,0,0,0,1,0,0,7,2,2
DT0801703,0,0,0,0,0,1,7,2,2
DT0102691,1,0,0,0,0,0,4,1,2
DT1201878,0,0,0,1,0,0,7,2,2
DT1200234,0,0,0,1,0,0,7,2,2
DT0601213,0,1,0,0,0,0,7,1,2
DT1300652,0,1,0,0,0,0,5,1,2
DT1201701,0,0,0,1,0,0,7,2,2
DT0800622,0,0,0,0,0,1,7,2,2
DT0801716,0,0,0,0,0,1,7,2,2
DT0500113,0,0,0,1,0,0,7,2,2
DT0800371,0,0,0,1,0,1,7,2,2
DT1000001,0,0,0,1,0,0,6,2,2
DT1100456,1,0,0,0,0,0,4,1,2
DT0100292,1,0,0,0,0,0,4,1,2
DT1300072,0,0,0,1,0,0,7,2,2
DT0700357,0,0,0,0,0,1,7,2,2
DT0801732,0,0,0,0,0,1,7,2,2
DT0101514,1,0,0,0,0,0,4,1,2
DT0801734,0,0,0,0,0,1,7,2,2
DT0801076,0,0,0,1,0,0,7,2,2
DT1000343,0,1,0,0,0,0,4,1,2
DT1001103,0,0,0,1,0,0,5,2,2
DT0301120,0,1,0,0,0,0,5,1,2
DT0501016,0,0,0,0,0,0,7,2,2
DT0200486,1,0,0,0,0,0,7,1,2
DT0201410,1,0,0,0,0,0,4,1,2
DT1201784,0,0,0,1,0,0,7,2,2
DT0102480,1,0,0,0,0,0,3,1,1
DT0600240,0,1,0,0,0,0,5,1,2
DT1000168,0,0,0,1,0,0,7,2,2
DT0400375,0,1,0,0,0,0,4,1,2
DT0102620,1,0,0,0,0,0,4,1,2
DT0101811,1,0,0,0,0,0,4,1,2
DT0801751,0,0,0,1,0,0,7,2,2
DT1300591,0,1,0,0,0,0,7,1,2
DT1300997,0,0,0,1,0,0,7,2,2
DT0102596,1,0,0,0,0,0,4,1,2
DT1000845,0,0,0,1,0,0,7,2,2
DT0800588,0,0,0,0,0,1,5,2,2
DT0600891,0,0,0,1,0,0,7,2,2
DT0400761,0,1,0,0,0,0,7,1,2
DT0200519,1,0,0,0,0,0,7,1,2
DT0901013,1,0,0,0,0,0,7,1,2
DT0600204,0,1,0,0,0,0,7,1,2
DT0500339,0,0,1,0,0,0,7,1,2
DT0400940,0,1,0,0,0,0,5,1,2
DT1200044,0,0,0,1,0,0,7,2,2
DT0801586,0,0,0,1,0,1,7,2,2
DT0700035,0,0,0,0,0,1,7,2,2
DT1301183,0,0,0,1,0,0,4,2,2
DT0400193,0,1,0,0,0,0,5,1,2
DT0802125,0,0,0,0,0,1,7,2,2
DT0400067,0,1,0,0,0,0,5,1,2
DT1100372,1,0,0,0,0,0,7,1,2
DT0601265,0,0,1,0,0,0,7,1,2
DT0101724,1,0,0,0,0,0,4,1,2
DT1300246,0,0,0,1,0,0,7,2,2
DT1200313,0,0,0,0,0,1,7,2,2
DT1201546,0,0,0,1,0,0,7,2,2
DT1100970,1,0,0,0,0,0,4,1,2
DT0601405,0,1,0,0,0,0,4,1,2
DT0400529,0,0,0,0,0,1,5,2,2
DT1101337,1,0,0,0,0,0,7,1,2
DT1201356,0,0,0,1,0,0,7,2,2
DT0801792,0,0,0,0,0,1,7,2,2
DT0600830,0,0,1,0,0,0,4,1,2
DT0500965,0,0,1,0,0,0,5,1,2
DT0201522,1,0,0,0,0,0,4,1,2
DT0700261,0,0,0,1,0,0,7,2,2
DT0601151,0,0,1,0,0,0,4,1,2
DT0801799,0,0,0,0,0,1,7,2,2
DT0200360,1,0,0,0,0,0,3,1,1
DT0101484,1,0,0,0,0,0,3,1,1
DT0700682,0,0,0,0,0,1,7,2,2
DT1201052,0,0,0,1,0,0,7,2,2
DT0700047,0,0,0,0,0,1,7,2,2
DT1300665,0,1,0,0,0,0,3,1,1
DT1300693,0,0,0,1,0,0,7,2,2
DT0801710,0,0,0,0,0,1,7,2,2
DT0600599,0,0,0,0,0,1,7,2,2
DT0600581,0,0,0,0,0,1,7,2,2
DT0501085,0,0,1,0,0,0,7,1,2
DT0800254,0,0,0,0,0,1,7,2,2
DT0300456,0,1,0,0,0,0,5,1,2
DT1301108,0,0,0,1,0,0,7,2,2
DT1100172,1,0,0,0,0,0,7,1,2
DT1101188,1,0,0,0,0,0,7,1,2
DT1100130,1,0,0,0,0,0,4,1,2
DT0801830,0,0,0,1,0,0,7,2,2
DT0201500,1,0,0,0,0,0,5,1,2
DT0802060,0,0,0,0,0,1,7,2,2
DT0200164,1,0,0,0,0,0,7,1,2
DT1300140,0,0,0,1,0,0,7,2,2
DT0801839,0,0,0,1,0,1,7,2,2
DT0801840,0,0,0,1,0,0,7,2,2
DT1201234,0,0,0,1,0,0,7,2,2
DT1201110,0,0,0,1,0,0,7,2,2
DT1000728,0,0,1,0,0,0,5,1,2
DT1100556,1,0,0,0,0,0,7,1,2
2DT050100,0,0,1,0,0,0,7,1,2
DT0801852,0,0,0,0,0,1,7,2,2
DT1201239,0,0,0,1,0,0,7,2,2
DT0300192,0,0,0,0,0,1,7,2,2
DT0102262,1,0,0,0,0,0,4,1,2
DT0500074,0,0,0,0,0,1,7,2,2
DT1000239,0,0,0,1,0,0,4,2,2
DT0801861,0,0,0,0,0,1,7,2,2
dt0400611,0,1,0,0,0,0,4,1,2
DT1300387,0,0,0,1,0,0,7,2,2
DT1200951,0,0,0,1,0,0,7,2,2
DT1101250,1,0,0,0,0,0,7,1,2
DT0800051,0,0,0,1,0,0,7,2,2
DT1000243,0,0,0,1,0,0,7,2,2
DT0802122,0,0,0,0,1,0,7,2,2
DT0600653,0,0,0,1,0,0,7,2,2
DT0601158,0,0,1,0,0,0,7,1,2
DT1101027,1,0,0,0,0,0,7,1,2
DT0100907,1,0,0,0,0,0,5,1,2
DT0801877,0,0,0,0,0,1,7,2,2
DT0700619,0,0,0,0,0,1,7,2,2
DT0700129,0,0,0,0,0,1,7,2,2
DT0800316,0,0,0,0,0,1,7,2,2
DT1200624,0,0,0,1,0,0,7,2,2
DT1100203,1,0,0,0,0,0,4,1,2
DT0300446,0,1,0,0,0,0,4,1,2
DT0801784,0,0,0,0,0,1,7,2,2
DT0100778,1,0,0,0,0,0,7,1,2
DT1100127,1,0,0,0,0,0,5,1,2
DT0201480,1,0,0,0,0,0,5,1,2
DT1100022,1,0,0,0,0,0,4,1,2
DT0401085,0,1,0,0,0,0,7,1,2
DT0801906,0,0,0,1,0,1,7,2,2
DT0500865,0,0,1,0,0,0,7,1,2
DT0201478,1,0,0,0,0,0,4,1,2
DT1200697,0,0,0,1,0,0,7,2,2
DT0801909,0,0,0,1,0,0,7,2,2
DT1100726,1,0,0,0,0,0,4,1,2
DT0801912,0,0,0,0,1,0,7,2,2
DT1201738,0,0,0,1,0,0,7,2,2
DT0801916,0,0,0,0,0,1,7,2,2
DT0800962,0,0,0,0,0,1,7,2,2
DT0400285,0,1,0,0,0,0,7,1,2
DT1300729,0,1,0,0,0,0,7,1,2
DT0801634,0,0,0,1,0,0,7,2,2
DT0101579,1,0,0,0,0,0,3,1,1
DT0100708,1,0,0,0,0,0,3,1,1
DT0101798,1,0,0,0,0,0,4,1,2
DT0601137,0,1,0,0,0,0,4,1,2
DT0400907,0,1,0,0,0,0,4,1,2
DT0801926,0,0,0,0,0,1,7,2,2
DT0100921,1,0,0,0,0,0,4,1,2
DT0200002,1,0,0,0,0,0,7,1,2
DT0100151,1,0,0,0,0,0,4,1,2
dt1100720,1,0,0,0,0,0,3,1,1
DT0801931,0,0,0,0,0,1,7,2,2
DT0101286,1,0,0,0,0,0,4,1,2
DT0700081,0,0,0,0,0,1,7,2,2
DT0600100,0,1,0,1,0,0,7,1,2
DT0900769,1,0,0,0,0,0,5,1,2
DT1202219,0,0,0,1,0,1,7,2,2
DT0900834,1,0,0,0,0,0,7,1,2
dt0400653,0,1,0,0,0,0,4,1,2
DT0801940,0,0,0,0,0,1,7,2,2
dt0400678,0,1,0,0,0,0,4,1,2
DT0201340,1,0,0,0,0,0,6,1,2
DT0801946,0,0,0,1,0,1,7,2,2
DT1201453,0,0,0,1,0,0,4,2,2
DT0801950,0,0,0,0,0,1,7,2,2
DT0900057,1,0,0,0,0,0,4,1,2
DT0800795,0,0,0,0,0,1,7,2,2
DT1201968,0,0,0,1,0,0,7,2,2
DT0801955,0,0,0,1,0,1,7,2,2
DT0801956,0,0,0,0,0,1,7,2,2
DT0700365,0,0,0,0,0,1,7,2,2
DT1000727,0,0,1,0,0,0,4,1,2
DT0102670,1,0,0,0,0,0,3,1,1
DT0900189,1,0,0,0,0,0,5,1,2
DT0801966,0,0,0,1,0,0,7,2,2
DT0102036,1,0,0,0,0,0,7,1,2
DT0200958,1,0,0,0,0,0,4,1,2
DT1100941,1,0,0,0,0,0,7,1,2
DT1200286,0,0,0,1,0,0,7,2,2
DT0801973,0,0,0,1,0,0,7,2,2
DT0401091,0,1,0,0,0,0,4,1,2
DT0801975,0,0,0,0,0,1,7,2,2
DT0701006,0,0,0,0,0,1,7,2,2
DT0500155,0,0,0,1,0,0,7,2,2
DT0801984,0,0,0,1,0,1,7,2,2
DT0601124,0,1,0,1,0,0,7,1,2
DT1201462,0,0,0,1,0,0,7,2,2
DT0900554,1,0,0,0,0,0,7,1,2
DT0101947,1,0,0,0,0,0,7,1,2
DT0100880,1,0,0,0,0,0,4,1,2
DT1300764,0,0,0,1,0,0,7,2,2
DT0800154,0,0,0,1,0,0,7,2,2
DT0200298,0,0,1,0,0,0,4,1,2
DT1300884,0,0,0,1,0,0,7,2,2
dt0400524,0,1,0,0,0,0,5,1,2
DT0802004,0,0,0,0,0,1,7,2,2
DT0801552,0,0,0,1,0,1,7,2,2
DT0801059,0,0,0,0,1,0,7,2,2
DT0500553,0,0,1,0,0,0,7,1,2
DT0501132,0,0,1,0,0,0,4,1,2
DT0800675,0,0,0,0,0,1,5,2,2
DT0100281,1,0,0,0,0,0,7,1,2
DT1101015,0,0,0,1,0,0,7,2,2
DT0802017,0,0,0,0,0,1,7,2,2
DT1100453,1,0,0,0,0,0,4,1,2
DT0900875,1,0,0,0,0,0,7,1,2
DT1001085,0,0,1,0,0,0,7,1,2
DT0300890,0,0,0,0,0,1,7,2,2
DT0802024,0,0,0,1,0,0,7,2,2
DT0802025,0,0,0,1,0,0,7,2,2
DT1101330,1,0,0,0,0,0,7,1,2
DT0700606,0,0,0,0,0,1,7,2,2
DT0200782,1,0,0,0,0,0,7,1,2
DT1300820,0,0,0,1,0,0,7,2,2
dt0400499,0,0,0,0,0,1,7,2,2
DT0300203,0,0,0,1,0,0,7,2,2
DT0101951,1,0,0,0,0,0,4,1,2
DT1200746,0,0,0,1,0,0,7,2,2
DT0102357,1,0,0,0,0,0,4,1,2
DT1200083,0,0,0,1,0,0,7,2,2
DT0802036,0,0,0,0,0,1,7,2,2
DT0700252,0,0,0,1,0,0,7,2,2
DT1300128,0,0,0,1,0,0,7,2,2
DT1200601,0,0,0,1,0,0,7,2,2
DT1201442,0,0,0,1,0,0,4,2,2
DT0802041,0,0,0,0,0,1,7,2,2
DT1300104,0,0,0,1,0,0,7,2,2
DT1001109,0,0,1,1,0,0,7,1,2
DT0100381,1,0,0,0,0,0,5,1,2
DT0700554,0,0,0,1,0,0,7,2,2
DT0701048,0,0,0,0,0,1,7,2,2
DT1301024,0,0,0,1,0,0,7,2,2
DT1301225,0,0,0,1,0,0,7,2,2
DT0802050,0,0,0,0,0,1,7,2,2
DT0102682,1,0,0,0,0,0,4,1,2
dt0700980,0,0,0,0,1,0,7,2,2
DT0801754,0,0,0,1,0,0,4,2,2
DT0400983,0,0,0,1,0,0,7,2,2
DT0501309,0,0,1,0,0,0,5,1,2
DT0500072,0,0,0,0,0,1,7,2,2
DT0102247,1,0,0,0,0,0,4,1,2
DT0700742,0,0,0,1,0,0,7,2,2
DT1202212,0,0,0,1,0,0,7,2,2
DT0700333,0,0,0,1,0,0,7,2,2
DT0400926,0,1,0,0,0,0,5,1,2
DT0701128,0,0,0,0,0,1,7,2,2
DT0200240,1,0,0,0,0,0,4,1,2
DT0300274,0,0,0,1,0,0,4,2,2
DT0101137,1,0,0,0,0,0,3,1,1
DT0201117,1,0,0,0,0,0,4,1,2
DT0601388,0,0,0,1,0,0,7,2,2
DT0700608,0,0,0,1,0,0,7,2,2
DT0600981,0,0,1,0,0,0,7,1,2
DT0102563,1,0,0,0,0,0,3,1,1
DT0200811,1,0,0,0,0,0,3,1,1
DT1300914,0,0,0,1,0,0,4,2,2
DT1101216,1,0,0,0,0,0,5,1,2
DT0601227,0,0,0,1,0,0,7,2,2
DT0801360,0,0,0,0,0,1,7,2,2
DT1101287,1,0,0,0,0,0,7,1,2
DT1100478,1,1,0,0,0,0,5,1,2
DT1201166,0,0,0,1,0,0,7,2,2
DT0300808,0,0,1,0,0,0,7,1,2
DT0200623,1,0,0,0,0,0,7,1,2
DT0802110,0,0,0,0,0,1,7,2,2
DT0600033,0,0,0,1,0,0,7,2,2
DT0200237,1,0,0,0,0,0,4,1,2
DT0801444,0,0,0,1,0,0,7,2,2
