hhid,Q4011,Q4012,Q4013,Q4014,Q4015,Q4016,Q4060,Q401,Q406
DT1201696,0,0,0,1,0,0,7,2,2
DT1301176,0,0,0,1,0,0,7,2,2
DT0400149,0,1,0,1,0,0,4,1,2
DT0300908,0,0,0,1,0,0,7,2,2
DT0401062,0,1,0,0,0,0,7,1,2
DT0600648,0,0,0,1,0,0,7,2,2
DT0101958,1,0,0,0,0,0,4,1,2
DT0400062,0,0,1,0,0,0,4,1,2
DT0201212,1,0,0,0,0,0,4,1,2
DT0301167,0,1,0,0,0,0,7,1,2
DT1300868,0,0,0,1,0,0,5,2,2
DT0500683,0,0,0,1,0,0,7,2,2
DT0301076,0,0,1,0,0,0,7,1,2
DT0102506,1,0,0,0,0,0,7,1,2
DT0400871,0,1,0,0,0,0,5,1,2
DT0300569,0,0,0,1,0,0,7,2,2
DT0900400,1,0,0,0,0,0,3,1,1
DT0400190,0,0,0,1,0,0,4,2,2
DT0700273,0,0,0,0,0,1,7,2,2
DT0600747,0,0,1,0,0,0,5,1,2
DT1001254,0,0,1,1,0,0,7,1,2
DT1201057,0,0,0,1,0,0,7,2,2
dt1100901,1,0,0,0,0,0,3,1,1
DT0801376,0,0,0,0,0,1,7,2,2
dr0801521,0,0,0,0,0,1,7,2,2
DT1300826,0,0,0,1,0,0,7,2,2
dt0801452,0,0,0,0,0,1,7,2,2
DT0200692,1,0,0,0,0,0,3,1,1
DT0900383,1,0,0,0,0,0,7,1,2
DT1200022,0,0,0,1,0,0,7,2,2
dt0400565,0,1,0,0,0,0,4,1,2
DT0800735,0,0,0,0,0,1,7,2,2
DT1100300,1,0,0,0,0,0,7,1,2
DT0900821,1,0,0,0,0,0,3,1,1
dt0400578,1,0,0,0,0,0,7,1,2
DT1201428,0,0,0,1,0,0,7,2,2
DT0300621,0,0,0,1,0,0,7,2,2
dt0400582,0,1,0,0,0,0,4,1,2
DT0600765,0,0,1,0,0,0,7,1,2
DT0500730,0,0,0,1,0,0,7,2,2
DT1200208,0,0,0,1,0,0,7,2,2
DT0700033,0,0,0,0,0,1,7,2,2
DT1100147,1,0,0,0,0,0,4,1,2
DT1100026,0,0,0,0,1,0,7,2,2
DT0800783,0,0,0,0,0,1,7,2,2
DT1201948,0,0,0,1,0,0,7,2,2
DT0200680,1,0,0,0,0,0,7,1,2
DT1000522,0,1,0,0,0,0,7,1,2
DT0700969,0,0,0,0,0,1,7,2,2
DT0601065,0,0,0,1,0,0,7,2,2
dt0400610,0,0,0,0,0,1,7,2,2
DT0600979,0,0,1,0,0,0,5,1,2
DT0601376,0,0,0,1,0,0,7,2,2
DT1201811,0,0,0,1,0,0,7,2,2
DT1300713,0,0,0,1,0,0,7,2,2
DT1300144,0,0,0,1,0,0,7,2,2
DT0800530,0,0,0,0,0,1,7,2,2
DT0200178,1,0,0,0,0,0,4,1,2
DT1100568,1,0,0,0,0,0,7,1,2
dt0400633,0,0,0,1,0,0,4,2,2
DT0800447,0,0,0,0,0,1,7,2,2
DT1000637,0,0,0,1,0,0,5,2,2
DT0700947,0,0,0,1,0,0,7,2,2
DT0700202,0,0,0,0,0,1,7,2,2
DT0100531,1,0,0,0,0,0,3,1,1
DT0102407,1,0,0,0,0,0,3,1,1
dt0400650,0,1,0,0,0,0,4,1,2
dt0400652,0,1,0,0,0,0,4,1,2
DT0600815,0,0,1,0,0,0,4,1,2
dt0400655,0,1,0,0,0,0,7,1,2
DT0200481,1,0,0,0,0,0,4,1,2
DT1000268,0,0,0,1,0,0,5,2,2
DT1101203,1,0,0,0,0,0,4,1,2
DT0700463,0,0,0,0,0,1,7,2,2
DT0500556,0,0,0,1,0,0,4,2,2
DT0700037,0,0,0,0,0,1,7,2,2
DT0300806,0,0,0,1,0,0,7,2,2
DT0201445,1,0,0,0,0,0,5,1,2
DT1201988,0,0,0,1,0,0,7,2,2
DT0400142,0,1,0,1,0,0,4,1,2
DT0300887,0,0,0,1,0,0,7,2,2
DT1101117,1,0,0,0,0,0,7,1,2
DT0700327,0,0,0,0,0,1,7,2,2
DT1201853,0,0,0,1,0,0,4,2,2
DT0102575,1,0,0,0,0,0,4,1,2
DT1200628,0,0,0,1,0,0,7,2,2
DT0101153,1,0,0,0,0,0,4,1,2
DT1201073,0,0,0,1,0,0,7,2,2
DT1200108,0,0,0,1,0,0,7,2,2
dt0400682,0,1,0,0,0,0,7,1,2
DT1001088,0,0,1,0,0,0,4,1,2
DT0801349,0,0,0,0,0,1,7,2,2
DT0101554,1,0,0,0,0,0,4,1,2
DT1100477,1,0,0,0,0,0,4,1,2
DT0500866,0,0,1,0,0,0,7,1,2
DT1100769,1,0,0,0,0,0,4,1,2
DT0100939,1,0,0,0,0,0,3,1,1
dt0400695,0,1,0,0,0,0,4,1,2
DT0100104,1,0,1,0,0,0,7,1,2
DT0100771,1,0,0,0,0,0,7,1,2
DT1100426,1,0,0,0,0,0,3,1,1
DT0801333,0,0,0,0,0,1,7,2,2
DT0900082,1,0,0,0,0,0,5,1,2
DT1300110,0,0,0,1,0,0,5,2,2
DT0801326,0,0,0,0,0,1,7,2,2
DT0300883,0,0,0,1,0,0,5,2,2
DT0102221,1,0,0,0,0,0,7,1,2
DT1300329,0,0,1,0,0,0,7,1,2
DT1301251,0,0,0,1,0,0,7,2,2
DT0101421,1,0,0,0,0,0,3,1,1
DT0300358,0,0,0,1,0,0,4,2,2
DT0900333,1,0,0,0,0,0,3,1,1
DT0400352,0,0,0,0,0,1,7,2,2
DT1100056,1,0,0,0,0,0,4,1,2
DT0200039,1,0,0,0,0,0,4,1,2
DT1300247,0,0,0,1,0,0,7,2,2
DT0101706,1,0,0,0,0,0,4,1,2
DT0501040,0,0,1,0,0,0,7,1,2
DT0700251,0,0,0,0,0,1,7,2,2
DT1300768,0,0,0,1,0,0,7,2,2
DT0501014,0,0,0,0,0,1,4,2,2
DT0600159,0,1,0,0,0,0,7,1,2
DT0200141,1,0,0,0,0,0,4,1,2
dt0700478,0,0,0,0,0,1,7,2,2
DT0701097,0,0,0,0,0,1,7,2,2
DT0801849,0,0,0,0,0,1,7,2,2
DT1100351,1,0,0,0,0,0,4,1,2
DT0900243,1,0,0,0,0,0,4,1,2
DT0301138,0,0,0,1,0,0,7,2,2
DT0600269,0,0,1,0,0,0,7,1,2
DT0100670,1,0,0,0,0,0,7,1,2
DT0300442,0,0,0,0,0,1,4,2,2
DT0802145,0,0,0,0,0,1,7,2,2
DT0201525,1,0,0,0,0,0,4,1,2
DT0200150,0,0,1,0,0,0,7,1,2
DT1100591,1,0,0,0,0,0,7,1,2
DT0601167,0,0,1,0,0,0,4,1,2
DT0200380,1,0,0,0,0,0,4,1,2
DT1200706,0,0,0,1,0,0,7,2,2
DT0101464,1,0,0,0,0,0,4,1,2
DT0800467,0,0,0,1,0,0,7,2,2
DT1301072,0,0,0,1,0,0,7,2,2
DT0100460,1,0,0,0,0,0,7,1,2
DT0300666,0,0,0,0,1,0,7,2,2
dt0900965,1,0,0,0,0,0,6,1,2
DT0900906,1,0,0,0,0,0,7,1,2
DT0200695,1,0,0,0,0,0,7,1,2
dt0700676,0,0,0,0,0,1,7,2,2
DT0601374,0,1,0,0,0,0,7,1,2
DT0501218,0,0,1,0,0,0,7,1,2
DT0100236,1,0,0,0,0,0,4,1,2
DT0900419,1,0,0,0,0,0,7,1,2
DT0600490,0,0,1,0,0,0,7,1,2
DT0500915,0,0,0,1,0,0,7,2,2
DT1300877,0,0,0,1,0,0,7,2,2
dt0700708,0,0,0,1,0,0,7,2,2
DT0200311,1,0,0,0,0,0,4,1,2
dt0700710,0,0,0,0,0,1,7,2,2
DT0600697,0,0,0,1,0,0,7,2,2
dt0700712,0,0,0,1,0,0,7,2,2
DT1001222,0,0,0,0,0,1,4,2,2
DT0801008,0,0,0,1,0,0,7,2,2
DT0200497,1,0,0,0,0,0,7,1,2
dt0700739,0,0,0,1,0,0,7,2,2
DT0200824,1,0,0,0,0,0,7,1,2
DT0700122,0,0,0,0,0,1,7,2,2
DT0600491,0,0,1,0,0,0,7,1,2
DT0102601,1,0,0,0,0,0,4,1,2
DT0802173,0,0,0,1,0,0,7,2,2
DT1100522,1,0,0,0,0,0,4,1,2
dt0700778,0,0,0,0,0,1,7,2,2
DT0700684,0,0,0,0,0,1,7,2,2
DT0500629,0,0,1,0,0,0,4,1,2
DT0400288,0,0,0,1,0,0,4,2,2
DT1301092,0,0,0,1,0,0,7,2,2
DT0101916,1,0,0,0,0,0,4,1,2
DT1201843,0,0,0,1,0,0,7,2,2
dt0700810,0,0,0,1,0,0,7,2,2
DT1101207,1,0,0,0,0,0,4,1,2
DT0200645,1,0,0,0,0,0,7,1,2
DT0500858,0,0,0,1,0,0,7,2,2
DT1201267,0,0,0,1,0,0,5,2,2
dt0700904,0,0,0,0,0,1,7,2,2
DT1000943,0,0,0,1,0,0,4,2,2
DT0601152,0,0,1,0,0,0,5,1,2
DT1300414,0,0,0,1,0,0,7,2,2
DT1000629,0,1,0,0,0,0,4,1,2
dt0700939,0,0,0,0,0,1,7,2,2
dt0700948,0,0,0,0,0,1,7,2,2
dt0700950,0,0,0,0,0,1,7,2,2
DT0300588,0,0,0,0,0,1,7,2,2
dt0700990,0,0,0,1,0,0,7,2,2
dt0700991,0,0,0,0,0,1,7,2,2
dt0700993,0,0,0,0,0,1,7,2,2
DT0300985,0,0,0,1,0,0,6,2,2
DT1300619,0,1,0,0,0,0,7,1,2
dt0701009,0,0,0,0,0,1,7,2,2
DT0600646,0,0,0,0,0,1,5,2,2
DT0500510,0,0,1,0,0,0,4,1,2
DT0200649,1,0,0,0,0,0,4,1,2
DT1100813,1,0,0,0,0,0,5,1,2
DT0100574,1,0,0,0,0,0,4,1,2
dt0701115,0,0,0,0,0,1,7,2,2
DT1201240,0,0,0,1,0,0,7,2,2
DT0600965,0,0,1,0,0,0,7,1,2
DT1000652,0,1,0,0,0,0,4,1,2
DT1200550,0,0,0,1,0,0,7,2,2
DT0601028,0,0,0,1,0,0,7,2,2
DT0900697,1,0,0,0,0,0,5,1,2
DT1000773,0,0,1,0,0,0,7,1,2
DT0201206,1,0,0,0,0,0,4,1,2
DT1300633,0,1,0,0,0,0,7,1,2
DT0700836,0,0,0,0,0,1,7,2,2
DT0501164,0,0,0,1,0,0,7,2,2
DT0900972,1,0,0,0,0,0,5,1,2
DT0101415,1,0,0,0,0,0,3,1,1
DT0800033,0,0,0,1,0,0,7,2,2
DT0900314,1,0,0,0,0,0,3,1,1
DT0101303,1,0,0,0,0,0,7,1,2
dt0801382,0,0,0,0,0,1,7,2,2
DT1000472,0,1,0,1,0,0,7,1,2
DT0101644,1,0,0,0,0,0,7,1,2
DT1300839,0,0,0,1,0,0,7,2,2
DT1001107,0,0,0,1,0,0,7,2,2
DT0200702,1,0,0,0,0,0,7,1,2
DT1300662,0,1,0,0,0,0,5,1,2
DT0900788,1,0,0,0,0,0,7,1,2
DT0600444,0,0,0,1,0,0,5,2,2
dt0801872,0,0,0,0,0,0,7,2,2
DT0201280,1,0,0,0,0,0,7,1,2
dt0900952,1,0,0,0,0,0,4,1,2
DT1000281,0,0,1,0,0,0,4,1,2
dt0900954,1,0,0,0,0,0,4,1,2
DT1200908,0,0,0,1,0,0,7,2,2
DT1202023,0,0,0,1,0,0,7,2,2
dt0900968,1,0,0,0,0,0,5,1,2
DT1301162,0,0,0,1,0,0,7,2,2
DT1100945,1,0,0,0,0,0,3,1,1
dt0400506,0,1,0,0,0,1,5,1,2
DT1201925,0,0,0,1,0,0,7,2,2
DT0102616,1,0,0,0,0,0,4,1,2
DT0300654,0,0,0,0,0,1,7,2,2
dt0900979,1,0,0,0,0,0,4,1,2
DT0401008,0,1,0,0,0,0,7,1,2
DT1300406,0,0,0,1,0,0,7,2,2
dt0900986,1,0,0,0,0,0,7,1,2
DT0800949,0,0,0,1,0,0,7,2,2
DT0400977,0,0,1,0,0,0,7,1,2
DT0101488,1,0,0,0,0,0,7,1,2
DT0102169,1,0,0,0,0,0,5,1,2
DT0102567,1,0,0,0,0,0,4,1,2
DT1100303,1,0,0,0,0,0,7,1,2
DT0801279,0,0,0,1,0,0,7,2,2
DT1201452,0,0,0,1,0,0,7,2,2
DT0200768,1,0,0,0,0,0,4,1,2
DT0100814,1,0,0,0,0,0,3,1,1
DT0801922,0,0,0,0,0,1,7,2,2
DT1000033,0,0,0,0,0,1,4,2,2
DT0100075,1,0,0,0,0,0,7,1,2
DT0800771,0,0,0,0,0,1,7,2,2
dt1100604,1,0,0,0,0,0,3,1,1
DT0100419,1,0,0,0,0,0,4,1,2
DT0101081,1,1,0,0,0,0,7,1,2
dt1100384,0,1,0,0,0,0,7,1,2
DT1200411,0,0,0,1,0,0,6,2,2
DT0102083,1,0,0,0,0,0,5,1,2
DT0102319,1,0,0,0,0,0,4,1,2
DT1200997,0,0,0,1,0,0,7,2,2
DT0100543,1,0,0,0,0,0,7,1,2
DT0801862,0,0,0,1,0,0,7,2,2
DT1200207,0,0,0,1,0,0,7,2,2
DT1301136,0,0,0,1,0,0,7,2,2
DT0600007,0,0,0,1,0,0,7,2,2
dt1100400,1,1,0,0,0,0,7,1,2
DT1101340,1,0,0,0,0,0,7,1,2
DT0900781,1,0,0,0,0,0,3,1,1
DT1001218,0,0,1,1,0,0,5,1,2
DT1200371,0,0,0,1,0,0,7,2,2
DT0600017,0,0,0,1,0,0,7,2,2
DT0701161,0,0,0,1,0,0,7,2,2
DT0601135,0,1,0,0,0,0,7,1,2
DT1001193,0,0,0,1,0,0,7,2,2
DT0200674,1,0,0,0,0,0,7,1,2
DT0600870,0,0,1,0,0,0,4,1,2
DT0900448,1,0,0,0,0,0,7,1,2
DT1300403,0,0,0,1,0,0,5,2,2
DT0600257,0,0,1,0,0,0,7,1,2
DT0102442,1,0,0,0,0,0,3,1,1
DT1202195,0,0,0,0,0,1,7,2,2
DT0300443,0,1,0,0,0,0,4,1,2
DT1200357,0,0,0,1,0,0,7,2,2
DT0700654,0,0,0,1,0,0,7,2,2
DT1100788,1,0,0,0,0,0,5,1,2
dt1100432,1,0,0,0,0,0,7,1,2
DT0300457,0,1,0,0,0,0,7,1,2
dt0400470,0,0,0,0,0,1,4,2,2
DT0501033,0,0,0,1,0,0,7,2,2
DT0801744,0,0,0,0,0,1,7,2,2
DT0801084,0,0,0,1,0,0,7,2,2
DT1201126,0,0,0,1,0,0,7,2,2
DT0102526,1,0,0,0,0,0,4,1,2
DT0300176,0,0,0,1,0,0,7,2,2
DT0100182,1,0,0,0,0,0,4,1,2
dt1100409,1,0,0,0,0,0,7,1,2
DT0700174,0,0,0,1,0,0,7,2,2
dt1100479,1,0,0,0,0,0,5,1,2
dt1100480,1,0,0,0,0,0,7,1,2
dt1100488,1,0,0,0,0,0,7,1,2
DT1200576,0,0,0,1,0,0,4,2,2
DT0400303,0,1,0,0,0,0,7,1,2
DT0201392,1,0,0,0,0,0,7,1,2
DT1201040,0,0,0,1,0,0,7,2,2
DT0800228,0,0,0,0,0,1,7,2,2
DT0100308,1,0,0,0,0,0,4,1,2
DT1100852,1,0,0,0,0,0,7,1,2
DT0801129,0,1,0,0,0,0,7,1,2
DT0800366,0,0,0,0,0,1,4,2,2
DT0100071,1,0,0,1,0,0,5,1,2
DT1000297,0,0,0,1,0,0,7,2,2
DT0100855,1,0,0,0,0,0,4,1,2
DT1201371,0,0,0,1,0,0,7,2,2
DT1000141,0,0,0,1,0,0,7,2,2
DT1000683,0,1,1,0,0,0,5,1,2
DT1201247,0,0,0,1,0,0,7,2,2
DT0800283,0,0,0,0,0,1,7,2,2
DT0200183,1,0,0,0,0,0,5,1,2
DT0801706,0,0,0,0,0,1,7,2,2
DT0400378,0,1,0,0,0,0,7,1,2
dt1100576,1,0,0,0,0,0,7,1,2
DT0401196,0,1,0,0,0,0,4,1,2
dt1100601,1,0,0,0,0,0,3,1,1
DT0100559,1,0,0,0,0,0,7,1,2
DT1200461,0,0,0,1,0,0,7,2,2
DT1200470,0,0,0,1,0,0,7,2,2
DT1301113,0,0,0,1,0,0,4,2,2
DT0100097,1,0,1,0,0,0,7,1,2
DT0900528,1,0,0,0,0,0,7,1,2
DT0700533,0,0,0,1,0,0,7,2,2
DT0102081,1,0,0,0,0,0,5,1,2
DT0500476,0,0,1,0,0,0,7,1,2
DT1100778,1,0,0,0,0,0,7,1,2
DT0800777,0,0,0,0,0,1,7,2,2
DT0900440,1,0,0,0,0,0,4,1,2
DT0801122,0,0,0,1,0,0,7,2,2
DT0800193,0,0,0,0,0,1,7,2,2
dt1100632,1,0,0,0,0,0,3,1,1
DT1001204,0,0,0,1,0,0,7,2,2
DT0801436,0,0,0,0,0,1,5,2,2
DT0401019,0,0,0,1,0,0,5,2,2
DT0300493,0,0,1,0,0,0,7,1,2
DT0801182,0,0,0,0,0,1,7,2,2
dt1100638,1,0,0,0,0,0,3,1,1
DT0200251,1,0,0,0,0,0,4,1,2
dt1100641,1,0,0,0,0,0,3,1,1
dt1100642,1,0,0,0,0,0,3,1,1
dt1100643,1,0,0,0,0,0,7,1,2
DT0802118,0,0,0,0,1,0,5,2,2
DT1101338,1,0,0,0,0,0,7,1,2
dt1100647,1,0,0,0,0,0,7,1,2
DT1101073,1,0,0,0,0,0,7,1,2
DT0601123,0,0,0,1,0,0,7,2,2
DT0801594,0,0,0,0,0,1,7,2,2
DT1200733,0,0,0,1,0,0,7,2,2
DT0300608,0,0,0,0,0,1,7,2,2
dt1100664,1,0,0,0,0,0,4,1,2
dt1100665,1,0,0,0,0,0,6,1,2
dt1100666,1,0,0,0,0,0,7,1,2
DT0700270,0,0,0,1,0,0,7,2,2
dt0400491,0,1,0,0,0,0,7,1,2
dt1100669,1,0,0,0,0,0,7,1,2
DT0200053,1,0,0,0,0,0,5,1,2
DT0700952,0,0,0,0,0,1,7,2,2
DT1202206,0,0,0,0,0,1,7,2,2
DT0300391,0,1,0,0,0,0,7,1,2
dt1100683,1,0,0,0,0,0,7,1,2
DT1201764,0,0,0,0,1,1,4,2,2
dt1100685,1,0,0,0,0,0,4,1,2
DT0200449,1,0,0,0,0,0,7,1,2
DT0500705,0,0,1,0,0,0,7,1,2
DT0900319,1,0,0,0,0,0,7,1,2
DT0600502,0,0,1,0,0,0,7,1,2
DT1200840,0,0,0,0,0,1,7,2,2
dt1100721,1,0,0,0,0,0,3,1,1
dt1100722,1,0,0,0,0,0,3,1,1
dt1100723,1,0,0,0,0,0,4,1,2
DT0102020,1,0,0,0,0,0,4,1,2
DT0201409,1,0,0,0,0,0,7,1,2
DT0601289,0,1,0,1,0,0,5,1,2
DT0300934,0,1,0,0,0,0,7,1,2
DT0200081,1,0,0,0,0,0,4,1,2
DT0400709,0,1,0,0,0,0,4,1,2
DT0501171,0,0,1,0,0,0,7,1,2
DT0801873,0,0,0,0,0,1,7,2,2
dt1100741,1,0,0,0,0,0,4,1,2
DT0800432,0,0,0,0,0,1,4,2,2
DT1300279,0,0,0,1,0,0,7,2,2
DT0201313,1,0,0,0,0,0,4,1,2
DT1201657,0,0,0,1,0,0,7,2,2
dt1100382,1,0,0,0,0,0,4,1,2
DT0200028,1,0,0,0,0,0,4,1,2
dt1100759,1,0,0,0,0,0,7,1,2
DT0100358,1,0,0,0,0,0,4,1,2
DT0500859,0,0,0,1,0,0,5,2,2
DT1101286,0,0,0,1,0,0,7,2,2
DT1001153,0,0,0,1,0,0,6,2,2
DT1100474,1,0,0,0,0,0,4,1,2
DT1200388,0,0,0,1,0,0,7,2,2
DT0101983,0,0,1,0,0,0,5,1,2
DT0500160,0,0,0,1,0,0,7,2,2
DT1000386,0,1,0,0,0,0,7,1,2
DT1001124,0,1,0,0,0,0,4,1,2
DT0900052,1,0,0,0,0,0,5,1,2
DT0800772,0,0,0,0,0,1,7,2,2
DT0700290,0,0,0,0,0,1,7,2,2
DT0802012,0,0,0,1,0,0,7,2,2
DT0101394,1,0,0,0,0,0,3,1,1
DT0601119,0,0,0,1,0,0,7,2,2
DT1200240,0,0,0,0,0,1,7,2,2
DT0101269,1,0,0,0,0,0,7,1,2
DT0300321,0,0,0,1,0,0,7,2,2
dt1100829,1,0,0,0,0,0,7,1,2
DT0100044,1,0,0,0,0,0,5,1,2
DT1000317,0,0,0,1,0,0,4,2,2
dt1100837,1,0,0,1,0,0,7,1,2
DT1000854,0,0,0,1,0,0,7,2,2
DT1100863,1,0,0,0,0,0,5,1,2
DT0801338,0,0,0,0,0,1,7,2,2
DT1300545,0,0,0,1,0,0,5,2,2
DT0100406,1,0,0,0,0,0,3,1,1
DT1201414,0,0,0,1,0,0,7,2,2
DT1100441,1,0,0,0,0,0,7,1,2
DT0900273,1,0,0,0,0,0,7,1,2
DT0301278,0,0,1,0,0,0,7,1,2
DT0201179,1,0,0,0,0,0,3,1,1
DT1100775,1,0,0,0,0,0,7,1,2
dt1100902,1,0,0,0,0,0,3,1,1
DT0300965,0,0,0,0,0,1,7,2,2
DT0801791,0,0,0,0,0,1,7,2,2
DT1300924,0,0,0,1,0,0,7,2,2
DT1301064,0,0,0,1,0,0,7,2,2
DT0700096,0,0,0,0,0,1,7,2,2
DT1001033,0,1,0,0,0,0,4,1,2
DT0801240,0,0,0,0,0,1,7,2,2
DT0301079,0,0,0,1,0,0,7,2,2
dt1100980,1,0,0,0,0,0,7,1,2
DT0200650,1,0,0,0,0,0,7,1,2
DT1000480,0,0,0,1,0,0,5,2,2
DT0800464,0,0,0,0,0,1,7,2,2
dt1100996,1,0,0,0,0,0,3,1,1
DT0300287,0,1,0,0,0,0,7,1,2
DT0101016,1,0,0,0,0,0,7,1,2
DT0700837,0,0,0,0,0,1,7,2,2
DT0102501,1,0,0,0,0,0,3,1,1
DT0601293,0,0,1,0,0,0,5,1,2
DT1201197,0,0,0,1,0,0,7,2,2
DT1200982,0,0,0,1,0,0,7,2,2
DT0200489,1,0,0,0,0,0,4,1,2
DT0800404,0,0,0,0,0,1,7,2,2
DT0800072,0,0,0,1,0,1,7,2,2
DT1301238,0,0,0,1,0,0,7,2,2
DT0800400,0,0,0,1,0,0,7,2,2
DT0600055,0,1,0,0,0,0,7,1,2
DT0201359,1,0,0,0,0,0,4,1,2
DT0800915,0,0,0,1,0,0,7,2,2
DT0601031,0,1,0,0,0,0,7,1,2
DT1201328,0,0,0,1,0,0,7,2,2
DT0300599,0,0,0,1,0,0,7,2,2
DT1101034,1,0,0,0,0,0,7,1,2
DT1100464,1,0,0,0,0,0,7,1,2
DT0801192,0,0,0,0,0,1,7,2,2
DT0601019,0,1,0,1,0,0,7,1,2
DT1100198,1,0,0,0,0,0,3,1,1
DT1301028,0,0,0,1,0,0,7,2,2
DT0800550,0,0,0,1,0,0,7,2,2
DT0900761,1,0,0,0,0,0,3,1,1
DT0401075,0,1,0,0,0,0,5,1,2
DT1000876,0,1,0,0,1,0,4,1,2
DT0102433,1,0,0,0,0,0,4,1,2
DT0800380,0,0,0,0,0,1,7,2,2
DT0700191,0,0,0,0,0,1,7,2,2
DT0102439,1,0,0,0,0,0,4,1,2
DT0800375,0,0,0,0,0,1,7,2,2
DT0800373,0,0,0,1,0,1,7,2,2
DT0601132,0,1,0,0,0,0,7,1,2
DT0900688,1,0,0,0,0,0,7,1,2
DT1201164,0,0,0,1,0,0,7,2,2
DT1100226,0,0,0,1,0,0,7,2,2
DT0400246,0,1,0,0,0,0,7,1,2
DT0700513,0,0,0,0,0,1,7,2,2
DT0800364,0,0,0,0,0,1,7,2,2
dt0400606,0,0,0,0,0,1,4,2,2
DT0200465,1,0,0,0,0,0,4,1,2
DT1201527,0,0,0,1,0,0,7,2,2
DT1300351,0,0,0,1,0,0,7,2,2
DT0600388,0,1,0,0,0,0,7,1,2
DT0102136,1,0,0,1,0,0,7,1,2
DT0800531,0,0,0,1,0,0,7,2,2
DT0201097,1,0,0,0,0,0,3,1,1
DT0500037,0,0,1,0,0,0,7,1,2
DT1201163,0,0,0,1,0,0,7,2,2
DT0500286,0,0,1,0,0,0,4,1,2
DT1301170,0,0,0,1,0,0,7,2,2
DT0800956,0,0,0,1,0,1,7,2,2
DT0800345,0,0,0,0,0,1,7,2,2
DT1000050,0,0,0,1,0,0,5,2,2
DT0201186,1,0,0,0,0,0,4,1,2
DT0800341,0,0,0,1,0,1,7,2,2
DT0101125,1,0,0,0,0,0,4,1,2
DT0800338,0,0,0,1,0,1,7,2,2
DT0501061,0,0,1,0,0,0,7,1,2
DT1100428,1,0,0,0,0,0,7,1,2
DT0200508,1,0,0,0,0,0,4,1,2
DT0700564,0,0,0,1,0,0,7,2,2
DT1300821,0,0,0,0,0,1,7,2,2
DT0800329,0,0,0,0,0,1,7,2,2
DT0601172,0,0,1,0,0,0,4,1,2
DT0800325,0,0,0,0,0,1,7,2,2
DT0900013,1,0,0,0,0,0,4,1,2
DT1201547,0,0,0,1,0,0,7,2,2
DT0800320,0,0,0,1,0,0,7,2,2
DT0300615,0,0,0,1,0,0,7,2,2
DT1300620,0,1,0,0,0,0,4,1,2
DT0300135,0,1,0,0,0,0,7,1,2
DT0900559,1,0,0,0,0,0,4,1,2
DT0801638,0,0,0,0,0,1,7,2,2
DT0800311,0,0,0,0,0,0,7,2,2
DT1300782,0,0,0,1,0,0,7,2,2
DT0501086,0,0,1,0,0,0,7,1,2
DT0500280,0,0,1,0,0,0,7,1,2
DT0800983,0,1,0,0,0,0,7,1,2
DT1300817,0,0,0,0,0,1,7,2,2
DT0800303,0,0,0,0,0,1,7,2,2
DT0800302,0,0,0,0,0,1,7,2,2
dt0400557,0,1,0,0,0,0,7,1,2
DT0601408,0,1,0,0,0,0,7,1,2
DT1301245,0,0,0,1,0,0,7,2,2
DT0700231,0,0,0,1,0,0,7,2,2
DT1100236,0,1,0,0,0,0,7,1,2
DT1100966,1,0,0,0,0,0,4,1,2
DT0800292,0,0,0,0,0,1,7,2,2
DT0501276,0,0,1,0,0,0,4,1,2
DT1201417,0,0,0,1,0,0,7,2,2
DT0102361,1,0,0,0,0,0,4,1,2
DT1202096,0,0,0,1,0,0,7,2,2
dt0400415,0,1,0,0,0,0,4,1,2
DT0200239,1,0,0,0,0,0,4,1,2
DT0100959,1,0,0,0,0,0,4,1,2
DT0900841,1,0,0,0,0,0,4,1,2
DT0101194,1,0,0,0,0,0,3,1,1
DT0800281,0,0,0,0,0,1,7,2,2
DT0100280,1,0,0,0,0,0,7,1,2
DT0800278,0,0,0,0,0,1,7,2,2
DT0800883,0,0,0,0,0,1,7,2,2
DT0800275,0,0,0,0,0,1,7,2,2
DT1201753,0,0,0,1,0,0,7,2,2
DT1001135,0,1,0,0,0,0,4,1,2
DT1000675,0,1,0,0,0,0,4,1,2
DT0900961,1,0,0,0,0,0,7,1,2
dt1100378,1,1,0,0,0,0,7,1,2
DT0201129,1,0,0,0,0,0,4,1,2
DT0900304,1,0,0,0,0,0,5,1,2
DT1201125,0,0,0,1,0,0,4,2,2
DT0700895,0,0,0,0,0,1,7,2,2
DT0400986,0,0,0,1,0,1,4,2,2
DT0900356,1,0,0,0,0,0,7,1,2
DT0200179,1,0,0,0,0,0,7,1,2
DT0800247,0,0,0,0,0,1,7,2,2
DT1200399,0,0,0,0,0,1,7,2,2
DT0101928,1,0,0,0,0,0,7,1,2
DT0400112,0,0,0,1,0,0,5,2,2
DT0800255,0,0,0,0,0,1,7,2,2
DT1201641,0,0,0,1,0,0,7,2,2
DT0500880,0,0,0,1,0,0,5,2,2
DT0900830,1,0,0,0,0,0,7,1,2
DT0701034,0,0,0,1,0,0,7,2,2
DT0800250,0,0,0,0,0,1,7,2,2
DT0800248,0,0,0,0,0,1,7,2,2
DT0800259,0,0,0,0,0,1,7,2,2
DT0100978,0,0,1,0,0,0,7,1,2
DT0400033,0,1,0,0,0,0,7,1,2
DT0600515,0,0,1,0,0,0,7,1,2
